Actual_File_Name,True_Coupling_log10,Predicted_Coupling_log10,Predicted_True_Ratio_Linear,Min_HeavyDist_Ang,cos_theta,cos_4phi,cos_4psi,FeFe_Dist_Ang
geom_418.out,-2.313675376436351,-3.1752051751776342,0.13755304262035473,3.161257153383286,0.7071067,0.9994866,0.9970123,6.623405152071327
geom_342.out,-2.802019603484118,-3.6622289917922863,0.13797188942796412,2.500852046407184,0.5000002,0.5897607,-0.4315365,6.51219178957707
geom_390.out,-3.027763752788911,-3.872420657462147,0.14300232395866525,5.050689751941115,0.258819,-0.7955053,-0.5654455,9.697172393283571
geom_334.out,-3.3700831639770126,-4.214731803854523,0.14300504537533296,7.148423896180193,0.8660086,0.9999455,0.996983,10.07174988679723
geom_289.out,-2.955937582952736,-3.794095862179944,0.14515824899180985,4.015469082065756,0.2587634,-0.8085362,-0.4315364,7.838953336546532
geom_493.out,-2.503896554085337,-3.3244596784687843,0.15115999734486008,4.46173965193152,0.4999999,0.9970123,0.9970127,8.625208616104889
geom_163.out,-0.9892680779059512,-1.7791653198811712,0.16221938777811998,2.9003184187088835,0.9659137,0.9999964,0.9970496,3.993113777347197
geom_123.out,-2.279976555229097,-3.0662956749570043,0.16356142298866047,5.002749085677294,1.0,-0.5,0.9535736,5.745986567672431
md_100.out,-3.2871016938673945,-4.070161264543028,0.16479363342810285,5.997534986554809,0.9999778,-0.6406314,1.0,6.55316689408518
geom_173.out,-2.5479089592649093,-3.320782998051669,0.16870422581209313,3.5109163566455126,0.7071054,-0.9237111,0.9970032,8.27003363802929
geom_471.out,-1.1905056239253784,-1.9495738478613944,0.1741533271970674,2.4474640939241583,0.8660086,0.9999455,0.996983,8.221317034526766
geom_9.out,-3.091419243145488,-3.8472014049187173,0.17547604532800848,5.57296559099417,0.4999999,0.9970123,0.9970127,9.969665173481506
md_007.out,-3.575199058208508,-4.328151171537023,0.17662325602905188,7.120973286910225,0.999873,-0.6868196,1.0,9.168239638560175
geom_365.out,-2.5830977868028704,-3.3200735178058913,0.18324168175835323,4.242946556157054,0.4999999,0.9970123,0.9970127,8.438621076415863
geom_113.out,-1.906595342317151,-2.6425465615464603,0.1836744638364852,3.882176666072784,0.8660254,0.9999455,0.9970082,5.968799617815964
geom_320.out,-2.349946060332189,-3.070773443313019,0.1901834042899854,2.8217090440996926,0.7070695,0.8479343,-0.5655412,9.560135768182478
geom_234.out,-3.280288556830118,-4.000914568440823,0.1902716079730969,5.282264850726343,0.258819,-0.7955053,-0.5654455,9.774259072945682
geom_65.out,-0.9449075725989343,-1.6613746958117446,0.19210243808671576,3.002615140618924,1.0,-0.5,0.9535736,7.813071715776837
geom_183.out,-1.7175077671609644,-2.4323835723002603,0.19280762048380493,2.415157771017248,0.2587735,0.9758127,0.9970126,8.516480250278574
geom_151.out,-2.896178757154008,-3.6099860330325093,0.19328258446604882,3.828440545211457,0.5000002,0.5897607,-0.4315365,9.837288849283375
md_124.out,-3.243578232076282,-3.948308103191298,0.1973649954311241,6.587584779034422,0.9712524,0.6961828,1.0,8.35170922054863
geom_60.out,-2.8258864629284526,-3.5294324013699523,0.19790376731600878,3.298499983656056,-5.277947e-05,-0.5656403,-0.5655352,8.018469768956543
geom_246.out,-1.725096894385695,-2.4246053895096313,0.19975216950465718,2.8914528106645623,0.8660086,0.9999455,0.996983,4.969113983619213
geom_120.out,-1.9252912338649604,-2.623325424670494,0.200431422702819,2.562070001976722,0.2587988,0.8565939,0.9970026,8.858220714089766
geom_496.out,-2.888797874951585,-3.5763731408916897,0.20531691686102,5.2762794628258645,0.4999593,0.9970365,0.9970163,9.294435743513963
geom_465.out,-1.9648496706745273,-2.6443803929997216,0.20915549436663303,3.885926045091183,0.8660019,0.9999296,0.9970288,5.972111894024593
md_046.out,-3.2456538663510917,-3.925099820232333,0.20919632269156233,7.358061632313976,0.9787849,-0.6365647,1.0,8.08784300642557
geom_76.out,-1.9713281352084027,-2.650644158829625,0.20925891846487965,3.364053930065926,0.2587735,0.9758127,0.9970126,9.76090681511636
35_ang_04.out,-0.45478824633874815,-1.1303947518588497,0.21105395477916816,3.522782990761708,1.0,1.0,1.0,3.522782990761708
geom_257.out,-1.3637226765808794,-2.037978861003719,0.21171119112408102,2.850833070071273,2.024279e-06,0.9970081,0.9970071,8.643926340900412
geom_167.out,-3.0577508241430102,-3.7250774080120337,0.21511634790564854,5.3800451168597085,0.499971,0.9992473,0.9969959,10.032400924457717
geom_228.out,-1.1623563565973039,-1.8259145687065086,0.21699103329070032,2.412348422802975,-1.625304e-09,0.996999,0.996999,8.162697354588127
geom_330.out,-1.390993437992361,-2.0518764369407982,0.21833180291441245,3.066412679907909,4.56169e-11,0.9970136,0.9970136,7.43368814201941
geom_54.out,-1.220469194184737,-1.8788408267193084,0.21959799344106917,2.4249632032517523,0.8660019,0.9999296,0.9970288,7.609805679171447
geom_315.out,-2.3446873500443246,-2.9988683719160427,0.22172720276859476,2.6567664595650857,0.4999666,-0.9625138,0.9970094,7.730579386938666
geom_339.out,-2.837923442086384,-3.491052124978097,0.22226512141645197,3.642274866624704,-3.149271e-05,-0.5655437,-0.5655417,9.667540306211814
geom_359.out,-1.9233057639349997,-2.573722185408357,0.2236575578829908,2.4339726001804136,0.2588054,0.7991585,0.9970008,7.138710880445082
35_ang_02.out,-0.4950533219514742,-1.138202868523516,0.22743141501544695,3.5057096285916205,1.0,1.0,1.0,3.5057096285916205
md_012.out,-3.3082068836506426,-3.9311537091564546,0.23826111755478377,6.803868988437167,0.979701,0.6247599,1.0,7.796490324242762
