Actual_File_Name,True_Coupling_log10,Predicted_Coupling_log10,Predicted_True_Ratio_Linear,Min_HeavyDist_Ang,cos_theta,cos_4phi,cos_4psi,FeFe_Dist_Ang,absS12
geom_456.out,-2.794592220523164,-3.1687616283809548,0.42250377353214735,6.000002998010251,1.0,-0.4999999,0.2159749,6.000002998010251,3.978621e-05
5_ang_66.out,-2.0729449054208304,-2.4327625789305145,0.4366991297762982,5.026961079827455,1.0,1.0,1.0,8.280096617793781,0.0003459218
geom_184.out,-1.4091322007998406,-1.764620624483839,0.4410741199950677,2.773883118031472,4.706882e-05,0.997716,0.9970094,9.800570395431071,0.0008717175
md_082.out,-3.1002605989735597,-3.4548401318112965,0.4419981658414769,6.820741197327825,0.9660471,0.7701655,1.0,8.018547243420718,3.359743e-07
5_ang_64.out,-2.096645568023893,-2.4502660236580223,0.44297533409944384,5.033216056439461,1.0,1.0,1.0,8.121576201698781,0.0003316131
5_ang_68.out,-2.058915264032168,-2.410585301581615,0.4449692118274566,5.012950598011116,1.0,1.0,1.0,8.440379138403676,0.0003520101
geom_212.out,-3.1092856939288533,-3.456876205881524,0.44916870300371814,6.051269774266141,0.8660244,-0.7076022,0.996999,7.969689469869326,4.435213e-06
geom_257.out,-1.3637226765808794,-1.7110038630284414,0.4494887366056387,2.850833070071273,2.024279e-06,0.9970081,0.9970071,8.643926340900412,0.00397591
geom_31.out,-1.2182171561211996,-1.5608619203917098,0.45431307485811956,3.032412438008557,1.0,-0.5,0.9535736,5.833390920885725,0.005243051
geom_53.out,-1.5299500842743219,-1.872332072105074,0.4545880470297305,4.049792639345871,1.0,1.0,-0.7375989,7.077524422409293,0.002195231
geom_262.out,-1.9028941365529797,-2.241040825758008,0.4590429382970362,2.81825384936879,0.7071068,0.8634222,-0.431555,8.045902160034137,0.003462455
5_ang_70.out,-2.057024519808392,-2.394608755366913,0.4596378287420059,5.006896214033201,1.0,1.0,1.0,8.602325267042627,0.000350203
geom_23.out,-1.3341942637513018,-1.6702434023484931,0.4612653813664896,2.5604099472164608,2.106085e-05,0.9969957,0.9969997,10.0075731524477,0.001831227
geom_356.out,-2.5035196392073713,-2.8379471913714593,0.46299089222970796,3.813016369305802,0.4999502,0.2463257,-0.4315598,9.931152851626544,0.0004012566
