Filename,Coupling_eV,Diabatic_E1_Ha,Diabatic_E2_Ha,Energy_Gap_eV,Total_Energy_Ha,Overlap_S12,Interlayer_Dist_Ang,FeFe_Dist_Ang,Min_HeavyDist_Ang,Max_HeavyDist_Ang,NN_Dist_1_Ang,Lateral_Slippage_Ang,dataset,split,J_cdft_eV,log10_J_cdft,dz,dx,dy,cos_theta,cos_4phi,sin_4phi,cos_4psi,sin_4psi,d_lateral,cos_4alpha,sin_4alpha,S12_b3lyp,S12_srsh_singlet,S12_srsh_cation,S12_qchem_truth,J_eht_eV,J_zindo_eV,J_dftb_eV,S12,S12_sq,absS12,log_absS12,log10_Coupling,KRR_Predicted_log10
geom_154.out,8.16342e-06,-4501.0245844,-4501.10568606,-2.206889710925591,-9002.13027046,3.59275e-05,9.88581670993582,9.88761461184021,6.28350705725123,14.926158187685305,8.237226297305725,0.1885489056710169,704_systematic,test,8.16342e-06,-5.088128,9.885929,0.164253,-0.0925458,0.4999728,-0.5332199,-0.8459767,-0.5655355,-0.8247239,0.1885305,-0.463198,-0.8862548,1.565683e-06,1.165531e-06,1.188736e-06,,-2.294831e-07,1.592675e-05,,1.188736e-06,1.4130932776960002e-12,1.188736e-06,-5.9249142194628455,-4.992960126973375,
geom_461.out,8.16342e-06,-4501.08150836,-4501.07932432,0.0594307860676839,-9002.16083268,-1.71503e-05,3.885601840678785,8.271005906918216,2.5931830841444654,15.50686399049005,5.443284250814485,7.301481839187827,704_systematic,train,8.16342e-06,-5.088128,3.885714,6.240216,3.790764,0.4999728,-0.5332199,-0.8459767,-0.5655355,-0.8247239,7.301383,-0.5751512,0.8180471,-0.002786657,0.001051165,0.0008685759,,0.004107664,,,0.0008685759,7.5442409406081e-07,0.0008685759,-3.061192224487848,-4.992960126973375,
geom_96.out,8.16342e-06,-4501.04640042,-4501.06536947,-0.5161744071733576,-9002.111769890002,3.40626e-05,4.777966422692354,9.788683754805852,3.0406915087698394,17.345147841047105,6.662911371554031,8.54338144502658,704_systematic,train,8.16342e-06,-5.088128,4.778484,6.298507,5.772158,-1.234809e-07,-0.5654558,-0.8247786,-0.5654565,-0.8247781,8.54336,-0.984846,0.1734309,-0.0006128957,-0.002053723,-0.001896625,,0.003042089,0.01439454,,-0.001896625,3.597186390625e-06,0.001896625,-2.722018528940344,-4.992960126973375,
geom_510.out,8.16342e-06,-4501.02216124,-4501.05915755,-1.0067213899388134,-9002.08131879,6.6833e-06,7.967946016316787,8.040952304391876,6.077167170641927,12.661938049422488,7.2401913397324655,1.0810875277083074,704_systematic,train,8.16342e-06,-5.088128,7.968038,1.07665,-0.09699958,0.8660218,0.2858596,0.9582715,-0.9970046,0.07734174,1.081011,0.9361062,-0.3517174,-1.156306e-06,-1.492534e-06,-1.29621e-06,,1.676915e-07,4.054986e-05,,-1.29621e-06,1.6801603641000001e-12,1.29621e-06,-5.887324297325832,-4.992960126973375,
geom_341.out,8.16342e-06,-4501.04661168,-4501.06381763,-0.4681979878316714,-9002.11042931,2.93535e-05,5.886048641945027,6.555191909243085,2.5287102257730125,13.030999954166717,4.439865580094176,2.885302818018087,704_systematic,train,8.16342e-06,-5.088128,5.886287,2.200586,1.865947,0.4999892,-0.9942668,0.1069279,-0.565502,-0.8247469,2.885192,-0.9465519,0.3225517,0.002272271,0.009803421,0.008980692,,-0.004007807,0.2903403,,0.008980692,8.0652828798864e-05,0.008980692,-2.046690197782938,-4.992960126973375,
geom_491.out,5.44228e-06,-4501.07934521,-4501.08538379,-0.1643182158304229,-9002.164729,2.9163e-05,4.886668599199487,8.028729993833956,2.5394877413667505,15.64067085688325,4.956064151188219,6.370319875444775,704_systematic,train,5.44228e-06,-5.264219,4.886664,6.13262,1.724029,0.499965,-0.9988789,-0.04733936,-0.4315087,0.9021088,6.370346,0.456976,0.889479,0.008857679,0.006758504,0.006217231,,-0.004316771,0.1242938,,0.006217231,3.8653961307361e-05,0.006217231,-2.2064029961358087,-5.128293994598362,
geom_86.out,5.44228e-06,-4501.02021251,-4501.02021209,1.142879087910842e-05,-9002.0404246,5.2999e-06,6.999838733903405,8.06225774829855,7.000287217607576,14.332186466802613,7.000287217607576,4.000282202463416,704_systematic,train,5.44228e-06,-5.264219,6.999839,3.999534,-0.07737826,1.0,1.0,-1.387779e-17,1.0,0.0,4.000282,0.9970078,-0.07730044,2.22576e-07,1.560338e-07,9.944586e-08,,8.817255e-07,1.070331e-05,,9.944586e-08,9.8894790711396e-15,9.944586e-08,-7.002408925020208,-5.128293994598362,
md_094.out,5.44228e-06,-4501.01947915,-4501.01955495,-0.0020626241352099,-9002.0390341,5.8071e-06,6.848768266480993,7.879051542205191,6.866747364117381,14.004198662523535,6.970294212901346,3.895359603010863,slater_111_md,train,5.442277e-06,-5.264219,6.848769,3.627179,-1.420454,0.9999904,0.5956858,0.8032176,1.0,0.0002629057,3.895397,0.07769331,-0.9969773,2.353463e-07,4.550192e-07,-8.537267e-08,5.8071e-06,3.60961e-07,0.0002976402,,-8.537267e-08,7.2884927829289e-15,8.537267e-08,-7.068676048946254,-5.128293994598362,
md_047.out,5.44228e-06,-4501.03056745,-4501.13180844,-2.7549090752970447,-9002.162375889999,-9.4908e-06,3.7718307496473393,4.533180696649649,3.30804859636584,11.225449081744303,4.008100846250378,2.514561596877632,slater_111_md,train,5.442277e-06,-5.264219,3.771868,2.458296,-0.5295489,0.9744066,-0.7944052,-0.6073882,1.0,4.082182e-06,2.514685,0.6609716,-0.7504109,0.001013095,0.002301895,0.001957057,-9.4908e-06,-0.006060604,0.03646514,,0.001957057,3.830072101248999e-06,0.001957057,-2.708396524950455,-5.128293994598362,
md_052.out,2.72114e-06,-4501.02038611,-4501.02241666,-0.0552541082754309,-9002.04280277,-3.534e-06,7.103065215299434,8.628906189538625,7.102414915438973,14.80902578609832,7.463575722732503,4.8994373733175935,slater_111_md,train,2.721139e-06,-5.565249,7.103078,3.866041,3.009646,0.9987778,0.9136145,0.4065815,1.0,1.030112e-05,4.899412,-0.879653,0.475616,-1.941777e-07,-2.434606e-07,-7.923087e-10,-3.534e-06,-5.264713e-07,6.413611e-06,,-7.923087e-10,6.277530760956899e-19,7.923087e-10,-9.100557782898653,-5.32595312087229,
geom_164.out,2.72114e-06,-4501.0201123,-4501.02011193,1.0068210519057176e-05,-9002.04022423,1.696e-06,7.999999836661549,8.000004496861237,7.998914328569847,11.702019017661012,7.9997848032868974,0.0086349994321516,704_systematic,train,2.72114e-06,-5.565249,8.0,0.005800358,0.00642754,1.0,1.0,-6.456754e-09,-0.7375989,0.6752391,0.008657795,-0.9790641,-0.2035522,-5.187603e-08,-3.533067e-08,-3.148648e-08,,2.989831e-07,2.358417e-05,,-3.148648e-08,9.913984227904002e-16,3.148648e-08,-7.501862095345912,-5.32595312087229,
geom_88.out,2.72114e-06,-4501.08321105,-4501.08980281,-0.1793710180761583,-9002.17301386,5.4954e-06,3.9679183452243967,4.921849902238487,2.413709448635025,11.452613814495056,3.6410171637317226,2.912083526583103,704_systematic,test,2.72114e-06,-5.565249,3.96801,2.151514,1.962272,0.8660182,-0.2858406,-0.9582772,0.9969883,-0.07755196,2.911962,-0.9831419,0.1828443,-0.0201978,-0.02326383,-0.0219952,,0.01162704,0.4027033,,-0.0219952,0.00048378882304,0.0219952,-1.6576720846561672,-5.32595312087229,
geom_108.out,2.72114e-06,-4501.02474042,-4501.00407429,0.5623543298787721,-9002.02881471,-8.9757e-06,2.888766453258811,9.41897706560378,2.4840511334137227,17.28993053564779,6.412493785298588,8.96505199878375,704_systematic,train,2.72114e-06,-5.565249,2.888687,8.171962,3.68701,0.4999502,0.2463257,-0.9691871,-0.4315598,0.9020843,8.965211,-0.1242148,0.9922553,-0.003072535,-0.003124396,-0.00285282,,0.004883392,,,-0.00285282,8.138581952399999e-06,0.00285282,-2.544725629337859,-5.32595312087229,
geom_142.out,2.72114e-06,-4501.02574224,-4501.1044298,-2.14119867017604,-9002.13017204,-3.5001e-06,9.88906555990536,9.8907802350351,6.45661658857408,14.812543246619704,8.48974345018888,0.1841629975175434,704_systematic,train,2.72114e-06,-5.565249,9.888986,0.001704686,-0.1839914,0.4999666,-0.9625138,0.2712326,0.9970094,-0.07728037,0.1839993,0.9993134,0.03705058,9.045279e-07,3.911838e-07,5.311572e-07,,-9.562476e-08,0.0009086911,,5.311572e-07,2.8212797111184e-13,5.311572e-07,-6.274776109512834,-5.32595312087229,
geom_219.out,2.72114e-06,-4501.1036906,-4501.10339051,0.0081658690166128,-9002.20708111,-4.4752e-06,6.778067104130642,8.028718556008798,3.495236442163391,14.79672524087117,5.922363374969828,4.303269452811671,704_systematic,train,2.72114e-06,-5.565249,6.778585,3.241154,2.830697,-1.234809e-07,-0.5654558,-0.8247786,-0.5654565,-0.8247781,4.303246,-0.9637738,0.2667208,-0.0004128906,1.084629e-05,5.347504e-05,,-0.0009076934,0.04113006,0.009099667,5.347504e-05,2.8595799030016e-09,5.347504e-05,-4.271848873777156,-5.32595312087229,
geom_170.out,2.72114e-06,-4501.10355297,-4501.11043674,-0.1873170189795939,-9002.21398971,-6.1228e-06,3.9709298443315535,9.394023763795255,3.0939576729207205,17.509790796194597,6.307924873980507,8.513483343857963,704_systematic,train,2.72114e-06,-5.565249,3.970829,8.060031,2.742293,0.8660019,0.9999296,0.01186841,0.9970288,-0.07702907,8.513769,0.256119,0.9666453,-0.004572254,-0.002287974,-0.002112152,,0.005822623,0.01188853,,-0.002112152,4.461186071104e-06,0.002112152,-2.6752748310150403,-5.32595312087229,
geom_38.out,2.72114e-06,-4501.10054484,-4501.10224228,-0.0461897188048113,-9002.20278712,4.3518e-06,0.1141801693517549,9.117643217421978,3.445536536295762,16.11019659779417,6.177172805549397,9.11692825073927,704_systematic,train,2.72114e-06,-5.565249,0.1139422,8.266585,-3.844438,-0.4999874,0.4045441,0.9145185,0.996999,0.07741417,9.116805,-0.1696,-0.985513,0.0008704955,0.001064058,0.0009621484,,0.0003315296,0.03174902,,0.0009621484,9.2572954362256e-07,0.0009621484,-3.0167579375621707,-5.32595312087229,
geom_152.out,2.72114e-06,-4501.0201123,-4501.02011193,1.0068210519057176e-05,-9002.04022423,1.696e-06,7.999999836661549,8.000004496861237,7.998914328569847,11.702019017661012,7.9997848032868974,0.0086349994321516,704_systematic,train,2.72114e-06,-5.565249,8.0,0.005800358,0.00642754,1.0,1.0,-6.456754e-09,-0.7375989,0.6752391,0.008657795,-0.9790641,-0.2035522,-5.187603e-08,-3.533067e-08,-3.148648e-08,,2.989831e-07,2.358417e-05,,-3.148648e-08,9.913984227904002e-16,3.148648e-08,-7.501862095345912,-5.32595312087229,
geom_388.out,2.72114e-06,-4501.0206451,-4501.05890546,-1.0411179600818312,-9002.07955056,-1.8481e-05,6.99219947571897,9.019270988470469,6.778081065654571,15.136775337053596,7.553746182890513,5.697051487850569,704_systematic,train,2.72114e-06,-5.565249,6.992282,4.133193,3.920785,0.9659258,0.9999963,0.002734437,0.9970119,-0.07724831,5.697003,-0.9944434,0.1052725,-1.897076e-07,-8.08193e-08,-1.386294e-07,,-4.112588e-07,0.02585904,,-1.386294e-07,1.9218110544360004e-14,1.386294e-07,-6.858141523659547,-5.32595312087229,
geom_261.out,2.72114e-06,-4501.07397573,-4501.09577829,-0.5932781812017224,-9002.16975402,-5.8961e-06,5.931928923556257,5.93390181259633,2.9537486807265783,11.429875372013164,4.637617398064766,0.1530031614402481,704_systematic,train,2.72114e-06,-5.565249,5.931986,0.0767222,-0.1322867,0.7070931,-0.4801605,0.8771806,-0.431511,0.9021077,0.152925,-0.506781,0.8620748,0.005156326,0.002823431,0.002644792,,6.28192e-05,0.06565226,,0.002644792,6.994924723264e-06,0.002644792,-2.5776084772658274,-5.32595312087229,
geom_443.out,2.72114e-06,-4501.08098336,-4501.06167287,0.5254654675847089,-9002.14265623,1.4962e-06,0.1133850106446371,9.98603892010686,2.967037310909656,17.956551140276268,6.723309294587971,9.985395192642608,704_systematic,test,2.72114e-06,-5.565249,0.1133893,8.209371,-5.684656,0.499965,-0.9988789,0.04733936,-0.4315087,-0.9021088,9.985444,-0.7524622,-0.6586355,-0.001835692,-0.001567969,-0.001378916,,0.0008309699,0.02373147,,-0.001378916,1.901409335056e-06,0.001378916,-2.860462188801157,-5.32595312087229,
geom_1.out,2.72114e-06,-4501.0193956,-4501.01940195,-0.0001727923940494,-9002.038797550002,-2.4367e-06,6.999919200398282,7.281399589099063,7.000380324964637,12.574636652796377,7.075921612513031,2.0049716117759564,704_systematic,train,2.72114e-06,-5.565249,6.999919,2.004837,-0.03528665,1.0,-0.4999999,-0.8660254,0.2159749,0.9763989,2.005148,0.9975232,-0.07033763,-1.405914e-07,-1.102442e-07,-6.926349e-08,,3.24207e-06,2.742876e-06,,-6.926349e-08,4.7974310469800986e-15,6.926349e-08,-7.159489359176688,-5.32595312087229,
geom_379.out,2.72114e-06,-4501.02267869,-4501.12908247,-2.8953958190840954,-9002.15176116,-6.6655e-06,2.931604173601776,8.668394759146008,4.942534284266523,15.416714262342024,6.441034512551614,8.157620037100934,704_systematic,train,2.72114e-06,-5.565249,2.931661,8.15632,-0.1511285,0.707083,0.999741,-0.02275999,0.9969918,-0.07750732,8.15772,0.9972553,-0.07403973,3.555545e-05,1.425635e-05,1.210146e-05,,-2.475647e-05,0.1010187,,1.210146e-05,1.464453341316e-10,1.210146e-05,-4.917162194482317,-5.32595312087229,
geom_140.out,0.0,-4501.04921045,-4501.06717201,-0.4887591937840918,-9002.11638246,-3.144e-07,0.2230604634853868,9.437496063531151,2.680619037337085,17.511831310969935,6.210007779908573,9.43485961627388,704_systematic,train,0.0,,0.2229395,8.202958,-4.661427,-4.041006e-05,-0.4313759,-0.9021723,-0.4314639,-0.9021302,9.434904,-0.47611,-0.8793857,-0.004252241,-0.003946512,-0.003511237,,0.002976873,0.04189903,,-0.003511237,1.2328785270169e-05,0.003511237,-2.454539855595113,-5.698970004336019,
geom_203.out,0.0,-4501.12275362,-4501.1045279,0.4959473572181569,-9002.227281520001,7.886e-07,2.83233818599673,9.950195047342692,2.965436011149288,17.486658493578698,6.687922357591257,9.538566028513287,704_systematic,test,0.0,,2.832518,8.276527,4.741426,0.2587885,-0.5489183,-0.835876,-0.5655336,-0.8247253,9.538449,-0.4883089,0.8726709,-0.0005816955,-0.0001861492,-0.0001820064,,0.000898778,0.02185461,,-0.0001820064,3.312632964096e-08,0.0001820064,-3.739913338003417,-5.698970004336019,
geom_24.out,0.0,-4501.10430627,-4501.08207494,0.6049456131638458,-9002.18638121,3.39e-07,6.776043546035378,9.878300891674895,3.635645316434897,16.512241735128093,6.965337664057715,7.187910848688741,704_systematic,train,0.0,,6.776445,7.183659,-0.2440012,-1.240245e-05,-0.5654904,-0.8247549,-0.565513,-0.8247394,7.187802,0.9907917,-0.1353952,0.0003031369,0.0004120221,0.0003598589,,1.353206e-05,0.003383416,,0.0003598589,1.2949842790920998e-07,0.0003598589,-3.4438677507022764,-5.698970004336019,
geom_238.out,0.0,-4501.04978492,-4501.06631822,-0.4498942396074044,-9002.11610314,-2.8e-07,3.8859141903782897,6.463522953235797,2.4804212218568846,12.851397575528429,4.414480532214974,5.164958845143167,704_systematic,train,0.0,,3.886152,5.161282,-0.1916585,0.4999892,-0.9942668,0.1069279,-0.565502,-0.8247469,5.164839,0.9889989,-0.1479226,-0.002250375,0.003336327,0.003082717,,-0.002142247,,,0.003082717,9.503144102089e-06,0.003082717,-2.511066342463033,-5.698970004336019,
geom_232.out,0.0,-4501.10823607,-4501.0860496,0.6037249097752402,-9002.19428567,2.7e-08,7.886115762346911,7.888361868411337,4.432888090620944,13.121076054330755,6.419740852710879,0.1882316388644575,704_systematic,train,0.0,,7.886354,0.1623772,-0.09503175,0.4999892,-0.9942668,0.1069279,-0.565502,-0.8247469,0.1881419,-0.5203204,-0.8539711,-0.0003312762,-0.0002271571,-0.0002061089,,-9.215184e-05,0.02469949,,-0.0002061089,4.248087865921e-08,0.0002061089,-3.685903252414328,-5.698970004336019,
geom_8.out,0.0,-4501.12707532,-4501.12037565,0.182307400231515,-9002.24745097,-3.776e-07,6.891515930667105,9.565294234382444,3.452466996522632,16.736036335024522,6.805268777076553,6.633389930320056,704_systematic,train,0.0,,6.891423,6.058977,2.701007,0.4999593,0.9970365,0.0769301,0.9970163,-0.07719145,6.63375,-0.1063783,0.9943257,0.001252941,0.0001275084,0.0001054241,,0.0001958935,0.01441413,,0.0001054241,1.1114240860810001e-08,0.0001054241,-3.9770600937269376,-5.698970004336019,
geom_80.out,0.0,-4501.07932087,-4501.10869072,-0.7991947362890854,-9002.188011589998,-1.66e-08,4.9326746134455455,7.481689309984879,2.6932462619413395,14.837493155782786,4.915765615045635,5.625335197924818,704_systematic,train,0.0,,4.932636,4.155423,3.791738,0.7070783,-0.8830449,-0.4692885,-0.4315198,0.9021035,5.625373,-0.983316,0.1819055,-0.005794319,-0.004092755,-0.004193095,,0.009346876,,0.2094466,-0.004193095,1.7582045679025e-05,0.004193095,-2.3774652978772126,-5.698970004336019,
geom_550.out,0.0,-4501.04811562,-4501.05893847,-0.2945049004732827,-9002.10705409,8.73e-08,3.9998656101016543,6.931842834054232,4.00045833359579,14.301825566678998,4.774269194145215,5.661406201391587,704_systematic,test,0.0,,3.999866,4.080822,3.924006,1.0,-1.0,5.390476e-07,0.6752376,0.7376003,5.661354,-0.9969322,0.07827042,-0.002202814,-0.001842478,-0.001884047,,0.001106023,0.01858273,,-0.001884047,3.549633098209e-06,0.001884047,-2.7249082671374456,-5.698970004336019,
geom_84.out,0.0,-4501.05613845,-4501.05753982,-0.0381332396225425,-9002.11367827,6.754e-07,0.1113411904617513,10.10072566513763,2.515961811574453,18.294844736360183,6.431395341802975,10.100111984610692,704_systematic,train,0.0,,0.1114204,10.09414,0.3508826,-0.4999502,0.2463257,0.9691871,-0.4315598,-0.9020843,10.10024,0.9903567,0.138541,-0.002573246,-0.003030685,-0.00267919,,-0.002703774,0.0271471,,-0.00267919,7.1780590561e-06,0.00267919,-2.57199648629479,-5.698970004336019,
md_028.out,0.0,-4501.13133963,-4501.13446631,-0.0850813401437175,-9002.26580594,-6.178e-06,3.125426405430873,6.545990332757451,3.467855329038684,14.352163410124655,4.007472233283968,5.751669255163187,slater_111_md,train,0.0,,3.12542,-5.715839,0.6381828,0.9762275,0.2335731,-0.9723392,1.0,-7.136914e-06,5.751356,0.902712,-0.4302453,0.004586803,0.004147269,0.004100579,-6.178e-06,0.004982598,0.007468786,,0.004100579,1.6814748135241e-05,0.004100579,-2.38715481664962,-5.698970004336019,
md_117.out,0.0,-4501.02159266,-4501.08133166,-1.625581824582417,-9002.10292432,5.9147e-06,5.743442142177608,6.569168924583991,5.255992041207921,12.41559125860593,5.748378173731613,3.1885502535130734,slater_111_md,train,0.0,,5.743493,2.519631,1.953914,0.9762199,-0.8300859,0.5576356,1.0,4.483059e-06,3.188466,-0.876062,0.4821985,-5.178661e-05,-2.748424e-05,-2.672674e-05,5.9147e-06,2.279842e-05,0.0005670035,,-2.672674e-05,7.143186310275997e-10,2.672674e-05,-4.573053994928697,-5.698970004336019,
md_125.out,0.0,-4501.02157073,-4501.08252056,-1.6585302040627308,-9002.10409129,6.1e-09,7.275333801100047,7.846223299167185,6.734621612780408,12.727860309396116,7.380735509093522,2.9381521647057585,slater_111_md,train,0.0,,7.275388,2.926079,-0.2665778,0.9688538,-0.9876884,0.1564342,1.0,1.736636e-06,2.938197,0.934689,-0.3554666,7.351775e-07,5.100629e-07,4.22518e-07,6.1e-09,8.25546e-07,1.22865e-05,,4.22518e-07,1.78521460324e-13,4.22518e-07,-6.374153756750684,-5.698970004336019,
md_126.out,0.0,-4501.02128941,-4501.08286646,-1.675597738391181,-9002.10415587,4.0324e-06,5.263641422397011,7.098150152031513,5.226040989478939,13.76883644879501,5.602269332982305,4.762122904463025,slater_111_md,train,0.0,,5.263668,4.101683,2.419447,0.9875191,-0.9311703,-0.3645844,1.0,4.903717e-06,4.762093,-0.531987,0.8467525,2.433211e-05,8.938627e-06,1.325944e-05,4.0324e-06,-3.951285e-05,0.2746057,,1.325944e-05,1.7581274911359999e-10,1.325944e-05,-4.877474784810035,-5.698970004336019,
md_023.out,0.0,-4501.09270069,-4501.12939547,-0.9985163364998648,-9002.22209616,2.01e-08,5.506789609060998,5.639113444426616,4.955928825942015,11.052171898728774,5.3311805783909625,1.2144416991567917,slater_111_md,train,0.0,,5.506769,-0.4181492,1.139908,0.9857128,-0.865026,-0.5017271,1.0,-5.147588e-06,1.214182,0.1637109,0.9865084,0.0006414554,0.0004009667,0.0003799215,2.01e-08,0.0001126393,0.003949729,,0.0003799215,1.4434034616224997e-07,0.0003799215,-3.4203061276049977,-5.698970004336019,
md_112.out,0.0,-4501.0262426,-4501.06744056,-1.1210541687526487,-9002.093683160001,1.584e-07,4.280688533944464,4.625536792659421,4.28926206073166,10.983608848890055,4.329540580123484,1.7525114252416154,slater_111_md,train,0.0,,4.280687,-1.749034,0.1078623,0.9999938,-0.8560782,-0.5168463,1.0,-0.0001428433,1.752357,0.969805,-0.2438818,0.0005936735,0.0004467155,0.0003683867,1.584e-07,0.0001688253,0.003606344,,0.0003683867,1.3570876073689e-07,0.0003683867,-3.4336960565060424,-5.698970004336019,
md_025.out,0.0,-4501.02114126,-4501.08105892,-1.6304434133208094,-9002.102200180001,-7.09e-07,6.212578348980715,7.334748344590699,5.327900085647346,14.083035386305964,5.888585181915008,3.899025972759358,slater_111_md,train,0.0,,6.212539,3.36301,1.973065,0.9713354,-0.890366,0.4552453,1.0,-4.441482e-06,3.899079,-0.5239848,0.8517276,3.811725e-05,2.628283e-05,2.426002e-05,-7.09e-07,-4.966494e-05,0.07811099,,2.426002e-05,5.885485704004e-10,2.426002e-05,-4.615108827534566,-5.698970004336019,
md_105.out,0.0,-4501.02073365,-4501.08163028,-1.6570825575975223,-9002.10236393,-1.4713e-06,7.711034858393856,8.02802238108477,7.086027890356768,13.316569975969864,7.467506560004484,2.2336259229855018,slater_111_md,test,0.0,,7.711014,1.271503,1.836332,0.9802372,-0.7829432,-0.6220932,1.0,-6.772179e-06,2.23357,-0.7523826,-0.6587263,-1.045181e-07,-8.390738e-09,-1.276337e-07,-1.4713e-06,5.360102e-07,0.02141334,,-1.276337e-07,1.6290361375689996e-14,1.276337e-07,-6.894031238077269,-5.698970004336019,
md_142.out,0.0,-4501.02604804,-4501.067165,-1.118850045348933,-9002.09321304,9.25e-08,4.403726630815568,4.885774430125586,4.392488206153091,11.384316375907778,4.488942997257817,2.116124652073872,slater_111_md,train,0.0,,4.403724,0.4463859,-2.068696,0.9999657,-0.9260217,0.3774702,1.0,-0.0001834584,2.116309,0.6599147,0.7513405,-0.001108379,-0.0007052364,-0.0007228532,9.25e-08,0.0003409923,0.005893728,,-0.0007228532,5.2251674875024e-07,0.0007228532,-3.1409498914591047,-5.698970004336019,
md_049.out,0.0,-4501.06128758,-4501.07806913,-0.4566494696674179,-9002.139356709999,7e-10,7.561846938524523,8.946525829883743,7.430499098390498,14.99742389166016,7.786472422526262,4.7810872511495015,slater_111_md,train,0.0,,7.561856,0.5204254,4.752495,0.9984598,-0.9807757,-0.1951383,1.0,1.126463e-05,4.780904,0.9063279,-0.422575,1.183948e-08,2.104251e-08,5.3117e-09,7e-10,-1.03499e-07,1.271354e-06,,5.3117e-09,2.821415689e-17,5.3117e-09,-8.27468470733948,-5.698970004336019,
md_031.out,0.0,-4501.01994119,-4501.08021065,-1.6400163838246833,-9002.10015184,-5.42e-08,7.5446308178899315,9.264640532752797,6.885562640181918,15.72767291176085,7.624451131188002,5.3769982353420485,slater_111_md,train,0.0,,7.544606,3.420917,4.148383,0.9790713,-0.928243,-0.3719744,1.0,-6.896679e-06,5.376965,-0.9274531,-0.3739394,-1.52351e-07,-5.105794e-09,-1.988995e-07,-5.42e-08,-7.28966e-07,0.00722379,,-1.988995e-07,3.956101110025e-14,1.988995e-07,-6.701364125136157,-5.698970004336019,
md_022.out,0.0,-4501.10357942,-4501.10015227,0.0932575495067203,-9002.203731689999,6.804e-06,6.9428322361072246,7.447982506859559,6.209410016357914,13.314981481086182,6.783107446286989,2.696205475062381,slater_111_md,train,0.0,,6.942895,-0.3755599,2.669887,0.9778635,0.8143805,0.5803313,1.0,3.889534e-06,2.696171,0.8477897,0.5303326,6.901549e-06,4.169619e-06,4.280589e-06,6.804e-06,3.337484e-06,6.627962e-05,,4.280589e-06,1.8323442186921e-11,4.280589e-06,-5.368496367415572,-5.698970004336019,
md_147.out,0.0,-4501.13540096,-4501.13858801,-0.0867240923624887,-9002.273988969999,1.032e-07,3.781454057588293,4.243908036746791,3.2661446790583235,11.10354726405886,3.733688987368257,1.926489199220446,slater_111_md,train,0.0,,3.781425,1.471956,1.242851,0.9882565,-0.7625525,0.6469264,1.0,-7.214623e-06,1.926482,-0.9438281,0.3304368,-0.006179841,-0.006966027,-0.006922371,1.032e-07,0.0003863943,0.05777827,,-0.006922371,4.7919220261641e-05,0.006922371,-2.1597451286233227,-5.698970004336019,
md_080.out,0.0,-4501.02381734,-4501.06305981,-1.0678425481418925,-9002.086877149999,1.93e-08,5.498753458478513,7.400304555343855,5.474107518880316,14.372013057869868,5.681420107808346,4.952597087863457,slater_111_md,train,0.0,,5.498747,-1.3924,4.752629,0.9995439,-0.9665067,0.2566414,1.0,-5.066918e-05,4.952399,0.4175973,0.9086322,0.0001088412,6.948077e-05,6.656638e-05,1.93e-08,-3.570259e-05,0.0006960727,,6.656638e-05,4.4310829463043995e-09,6.656638e-05,-4.176745053600436,-5.698970004336019,
md_151.out,0.0,-4501.05079608,-4501.10686373,-1.5256792512328914,-9002.15765981,-3.843e-07,3.6508588211964654,6.141530160505768,3.5189732353408143,13.538457028676383,4.178156391534548,4.938585078754232,slater_111_md,train,0.0,,3.65087,0.233162,4.932899,0.9979547,-0.9925142,0.1221295,1.0,1.351035e-05,4.938407,0.9822065,-0.1878044,-0.0007746776,-0.0009850794,-0.001040587,-3.843e-07,-0.005351712,0.002882078,,-0.001040587,1.082821304569e-06,0.001040587,-2.982721603607416,-5.698970004336019,
md_071.out,0.0,-4501.02050648,-4501.06160977,-1.1184780655097375,-9002.08211625,-1e-10,6.388913865484183,6.471057542558327,6.330565063715719,11.172857936873491,6.435680515385067,1.02779635070619,slater_111_md,train,0.0,,6.388911,-0.9433487,-0.4078733,0.9998414,-0.8980842,-0.4398236,1.0,-6.183881e-05,1.027749,-0.06154228,0.9981045,1.688693e-05,1.081178e-05,1.030638e-05,-1e-10,1.264624e-05,0.0002286454,,1.030638e-05,1.062214687044e-10,1.030638e-05,-4.986893806844948,-5.698970004336019,
md_070.out,0.0,-4501.02061576,-4501.08017682,-1.6207398280923155,-9002.10079258,-7e-09,7.373153546267982,9.305088353617124,6.770435004457321,15.926017061107338,7.533183595677594,5.676378779801158,slater_111_md,train,0.0,,7.37313,-0.1206574,5.674882,0.9776053,-0.8200374,-0.5723099,1.0,-8.025329e-06,5.676164,0.9963868,0.08493137,-5.905155e-08,-1.022498e-07,6.431277e-08,-7e-09,-2.224907e-07,0.01165876,,6.431277e-08,4.1361323850729e-15,6.431277e-08,-7.1916960318228025,-5.698970004336019,
geom_100.out,0.0,-4501.02183062,-4501.0872099,-1.7790617397765849,-9002.109040520001,6.166e-07,8.88600832437655,9.623681778145306,5.414044628193325,15.421608275581798,7.540842417747834,3.695146414706273,704_systematic,test,0.0,,8.886246,3.20052,1.846593,0.4999892,-0.9942668,0.1069279,-0.565502,-0.8247469,3.695028,-0.4990027,0.8666004,8.914207e-06,1.147457e-05,1.017159e-05,,-5.500557e-07,0.0001321408,,1.017159e-05,1.034612431281e-10,1.017159e-05,-4.992611111140276,-5.698970004336019,
