Filename,Coupling_eV,Diabatic_E1_Ha,Diabatic_E2_Ha,Energy_Gap_eV,Total_Energy_Ha,Overlap_S12,Interlayer_Dist_Ang,FeFe_Dist_Ang,Min_HeavyDist_Ang,Max_HeavyDist_Ang,NN_Dist_1_Ang,Lateral_Slippage_Ang,dataset,split,J_cdft_eV,log10_J_cdft,dz,dx,dy,cos_theta,cos_4phi,sin_4phi,cos_4psi,sin_4psi,d_lateral,cos_4alpha,sin_4alpha,S12_b3lyp,S12_srsh_singlet,S12_srsh_cation,S12_qchem_truth,J_eht_eV,J_zindo_eV,J_dftb_eV,S12,S12_sq,absS12,log_absS12,log10_Coupling,KRR_Predicted_log10
geom_223.out,0.00013333586,-4501.08150892,-4501.10802904,-0.7216495933676325,-9002.18953796,-0.0012845532,0.1665204169878524,9.381048025441135,3.190632707175961,16.505334267807545,6.57809162180347,9.379569979820994,704_systematic,train,0.0001333359,-3.875053,0.1664702,9.219479,-1.725311,-0.2587682,0.01850232,0.9998288,-0.565527,0.8247298,9.379525,0.7384743,-0.6742816,0.0003351746,7.021565e-05,6.700703e-05,,-0.001616072,0.02736695,,6.700703e-05,4.489942069420901e-09,6.700703e-05,-4.173879624697761,-3.868587112961575,
geom_158.out,0.0001224513,-4501.02074875,-4501.02074826,1.333359348373051e-05,-9002.04149701,0.0002574788,5.9997984196767735,7.810249675906654,6.003194182324939,14.775352751091932,6.086135155334625,5.000241886473503,704_systematic,train,0.0001224513,-3.912037,5.999798,4.999307,-0.09670211,1.0,1.0,-1.387779e-17,1.0,0.0,5.000242,0.997009,-0.07728563,7.253103e-06,4.552457e-06,4.422788e-06,,-9.178242e-06,4.76356e-05,,4.422788e-06,1.9561053692944e-11,4.422788e-06,-5.35430377921993,-3.905000562455326,
geom_118.out,0.0001142878799999,-4501.02001216,-4501.02002229,-0.0002756514872127,-9002.040034450001,-0.0002687808,5.999899148248719,7.35191240264273,6.005741918181716,13.70588191961123,6.123176314674355,4.248744071720053,704_systematic,train,0.0001142879,-3.942,5.999899,3.062604,2.944829,1.0,-0.4999999,-0.8660254,0.2159749,0.9763989,4.248713,-0.9969275,0.07832943,-3.450322e-06,-1.878036e-06,-2.386492e-06,,-7.152917e-06,0.001198372,,-2.386492e-06,5.695344066064e-12,2.386492e-06,-5.622239835157294,-3.93446554686617,-3.4052662964183806
geom_321.out,0.00010340332,-4501.0211022,-4501.06196889,-1.1120398482482508,-9002.08307109,-0.0002856622,6.933330717142866,8.622791681012362,5.326023859695148,14.255193885708112,6.961715444477243,5.126544795557647,704_systematic,train,0.0001034033,-3.985466,6.933574,4.213384,2.920158,0.7071054,-0.9237111,0.3830899,0.9970032,-0.07736031,5.126396,-0.7535431,0.6573985,-1.236002e-05,-1.773976e-06,-2.104417e-06,,1.288185e-05,8.792858e-05,,-2.104417e-06,4.428570909889e-12,2.104417e-06,-5.6768679921499015,-3.977145709474783,-3.3601313234852306
geom_301.out,0.00010068218,-4501.08351141,-4501.10663633,-0.6292614480783536,-9002.190147739999,-0.0003219642,7.776288152170353,7.856781686749416,3.869562066150381,13.60448449631422,6.181458417228495,1.121766931076145,704_systematic,test,0.0001006822,-3.997047,7.776689,1.102702,-0.2052649,2.828869e-08,-0.4314875,0.9021189,-0.4314876,0.9021189,1.121644,0.7410502,-0.6714496,9.937765e-05,1.091e-05,7.682323e-06,,2.7585e-05,0.06869209,,7.682323e-06,5.9018086676329e-11,7.682323e-06,-5.114507380528711,-3.988504919588437,
geom_252.out,9.52399e-05,-4500.96854958,-4501.00292555,-0.9354182700560464,-9001.971475130002,5.19977e-05,2.776043549377221,7.705203209939698,2.497272292072893,14.407086836668473,4.9245922444747645,7.18774921087444,704_systematic,train,9.52399e-05,-4.021181,2.776445,7.183499,-0.2439711,-1.240245e-05,-0.5654904,-0.8247549,-0.565513,-0.8247394,7.18764,0.9907935,-0.1353816,0.004701981,-0.001862735,-0.001696623,,0.003240064,,,-0.001696623,2.878529604129e-06,0.001696623,-2.770414649594365,-4.012155496450159,
md_123.out,9.251876e-05,-4501.02102304,-4501.02177495,-0.020460523772984,-9002.04279799,0.0006469893,6.042067152633951,7.204592168710801,5.587984091939239,14.031592486481854,5.86396260612847,3.924228948533821,slater_111_md,train,9.251871e-05,-4.03377,6.042072,3.85424,-0.7398757,0.9938587,0.9953663,-0.09615608,1.0,-8.996759e-06,3.924612,0.7257807,-0.6879261,-8.04331e-07,1.133658e-06,-9.864205e-07,0.0006469893,-2.279047e-06,0.217413,,-9.864205e-07,9.7302540282025e-13,9.864205e-07,-6.005937470445575,-4.024481984550143,
geom_544.out,9.251876e-05,-4501.02003863,-4501.02008944,-0.001382611238769,-9002.04012807,-0.000120666,6.000013334564032,6.326224255742599,6.000426712716855,12.1148867224296,6.182124472762579,2.005231487634234,704_systematic,train,9.251876e-05,-4.03377,6.000013,0.04430949,2.004503,1.0,0.4999995,-0.8660257,-0.3011595,0.9535738,2.004993,0.9960948,-0.08829039,5.979684e-06,3.5514e-06,3.793059e-06,,3.575701e-05,3.124807e-05,,3.793059e-06,1.4387296577481e-11,3.793059e-06,-5.421010287415106,-4.024481984550143,
geom_372.out,8.979762000000001e-05,-4501.08915253,-4501.06277082,0.7178832635035437,-9002.15192335,-0.00024864,6.777107335848404,7.459516602915097,2.838468444738993,14.084288116315784,5.464477186712376,3.11692221711671,704_systematic,train,8.979762e-05,-4.046735,6.777228,3.107517,-0.2410344,-4.041006e-05,-0.4313759,0.9021723,-0.4314639,0.9021302,3.116851,0.9524434,-0.3047157,0.0001964919,-0.004569179,-0.004208611,,0.001437963,0.1095439,,-0.004208611,1.7712406549321002e-05,0.004208611,-2.3758612139351407,-4.0371685784312845,
geom_435.out,8.435534e-05,-4501.02381766,-4501.06153756,-1.026411286871188,-9002.085355219999,0.0002188128,5.931651541838014,9.32635997925091,5.475676280760305,15.733229275773237,7.28061242624719,7.196978563868572,704_systematic,train,8.435534e-05,-4.073887,5.931709,7.153544,0.7892198,0.7070844,-0.5195811,-0.8544211,-0.5655495,-0.8247143,7.196948,0.9049538,0.4255099,1.29093e-05,3.141666e-06,3.05242e-06,,-1.676791e-07,0.01025459,,3.05242e-06,9.3172678564e-12,3.05242e-06,-5.515355567254676,-4.063710801572757,
geom_36.out,8.435534e-05,-4501.06583593,-4501.07095834,-0.1393879474929064,-9002.13679427,-0.0001689071,6.775917248695004,7.325636346007766,2.6222770737854915,13.324647652574232,5.114054373829536,2.784222209664223,704_systematic,test,8.435534e-05,-4.073887,6.776172,2.143825,1.776521,1.928185e-05,-0.4314561,0.9021339,-0.4314574,0.9021333,2.784243,-0.9309916,0.3650406,-0.004855475,-0.001645299,-0.001516041,,-0.01087832,0.05679005,,-0.001516041,2.2983803136810004e-06,0.001516041,-2.8192890531450843,-4.063710801572757,
geom_284.out,8.435534e-05,-4501.01952548,-4501.01953526,-0.0002661274989382,-9002.03906074,0.0007593019,6.999832025340452,9.95411151113609,7.0314560549721845,16.589933601714325,7.974177084852643,7.077194895800891,704_systematic,train,8.435534e-05,-4.073887,6.999832,5.100934,4.905785,1.0,-0.4999999,-0.8660254,0.2159749,0.9763989,7.077164,-0.9969598,0.07791811,-1.705938e-07,-5.775225e-08,-1.541465e-07,,-1.956194e-07,6.576781e-06,,-1.541465e-07,2.376114346225e-14,1.541465e-07,-6.812063514369254,-4.063710801572757,
geom_514.out,8.435534e-05,-4501.10535141,-4501.06309895,1.1497485900652755,-9002.16845036,-0.0002492993,7.886002551587752,8.530065992910078,4.492142439848718,14.229930356414048,6.48364099021738,3.2516133841144885,704_systematic,test,8.435534e-05,-4.073887,7.886241,3.14948,0.8081525,0.4999937,-0.4045192,0.9145295,-0.9970045,0.07734328,3.251512,0.5363262,0.8440108,0.0006291535,0.0002409323,0.000221045,,2.650901e-05,0.004084789,,0.000221045,4.8860892025e-08,0.000221045,-3.655519302348988,-4.063710801572757,
geom_172.out,8.163420000000001e-05,-4501.02058295,-4501.05912699,-1.048837290044535,-9002.07970994,-0.0006209281,2.837142958710253,10.093321586096422,5.61318575578646,15.9019801497073,7.813205579362736,9.686369829414982,704_systematic,train,8.16342e-05,-4.088128,2.837634,9.266289,2.821378,0.2588189,0.9756711,0.2192395,0.9970131,-0.07723212,9.686294,0.3788541,0.9254564,-7.885429e-07,8.558632e-07,1.133656e-06,,-6.307218e-06,0.0001835274,,1.133656e-06,1.2851759263360001e-12,1.133656e-06,-5.945518325990019,-4.077616092967418,
md_051.out,7.891306000000001e-05,-4501.02060068,-4501.02243862,-0.0500129205121733,-9002.043039299999,0.0006318234,6.585650375311556,8.394244475553057,6.679507084380479,14.660397273823415,7.066271684678138,5.205050379152134,slater_111_md,test,7.891302e-05,-4.102851,6.585619,-4.988091,1.486744,0.9905091,0.000135399,1.0,1.0,-8.785481e-06,5.204946,0.4005318,-0.9162829,2.567278e-07,4.861432e-07,-4.304906e-08,0.0006318234,-1.228478e-06,0.01688215,,-4.304906e-08,1.8532215668836e-15,4.304906e-08,-7.366026238922272,-4.091981374207682,
geom_412.out,7.074964e-05,-4501.09197986,-4501.10952386,-0.4773968016073715,-9002.20150372,0.0001106541,2.9999327187660456,4.128863275745517,3.000394430504096,11.386425311611193,3.000394430504096,2.836884846566205,704_systematic,test,7.074964e-05,-4.150276,2.999933,2.043889,1.967429,1.0,1.0,-6.456754e-09,-0.7375989,0.6752391,2.836945,-0.9970955,0.07616104,0.03554956,0.03563949,0.03434723,,0.04188046,0.2143495,,0.03434723,0.0011797322086728,0.03434723,-1.464108281713258,-4.138169151433469,
geom_244.out,7.074964e-05,-4501.0868188,-4501.1158534,-0.7900721144195811,-9002.202672200001,0.0002777719,4.885886948543749,8.137238342349388,4.148443899491591,13.514353222866829,6.174813530171498,6.507131208624187,704_systematic,test,7.074964e-05,-4.150276,4.886125,6.228497,1.883437,0.4999874,0.4045441,-0.9145185,0.996999,-0.07741417,6.507035,0.3859185,0.9225329,-0.0003017875,-0.0004103034,-0.0003698096,,-0.0002590096,0.007530219,,-0.0003698096,1.3675914025216e-07,0.0003698096,-3.432021817873455,-4.138169151433469,
md_127.out,6.530736e-05,-4501.02154561,-4501.06117428,-1.0783515908306265,-9002.08271989,-0.0004644107,8.085901920229286,9.473114685517588,7.268903841382481,16.042665824792213,7.790126060693819,4.935391775877708,slater_111_md,train,6.530733e-05,-4.185038,8.08586,4.802934,1.136205,0.9722106,-0.7332982,0.6799072,1.0,-5.008962e-06,4.935497,0.5984933,0.8011278,1.624109e-07,2.002151e-07,-5.773158e-09,-0.0004644107,-3.052659e-07,0.001185541,,-5.773158e-09,3.3329353292964e-17,5.773158e-09,-8.238511336563834,-4.171937443463716,
geom_415.out,6.530736e-05,-4501.02133192,-4501.05927037,-1.0323583383349897,-9002.08060229,-0.0001291546,7.968906837313178,7.969650123204344,6.005102457457824,12.730850462041293,7.117643294837764,0.1088434863199889,704_systematic,train,6.530736e-05,-4.185038,7.969057,0.09314843,-0.05607449,0.8660255,0.9657532,0.2594625,-0.5654229,-0.8248011,0.1087243,-0.5619419,-0.8271767,-9.519075e-06,-5.594755e-06,-5.281827e-06,,1.516577e-07,6.854402e-05,,-5.281827e-06,2.7897696457929e-11,5.281827e-06,-5.277215745474255,-4.171937443463716,
geom_111.out,6.530736e-05,-4501.02000894,-4501.02295317,-0.0801166202257882,-9002.04296211,-0.0001272489,6.991846865330027,8.128512165825551,6.242062720228466,14.28543991154371,6.930218002477339,4.14569504929495,704_systematic,train,6.530736e-05,-4.185038,6.991789,4.051537,0.8796456,0.9659109,0.9982448,-0.05922283,-0.431664,0.9020345,4.14593,0.65608,0.7546914,2.24247e-06,9.816643e-07,1.201419e-06,,2.065192e-07,3.472884e-05,,1.201419e-06,1.443407613561e-12,1.201419e-06,-5.920305142642251,-4.171937443463716,
geom_171.out,6.258622e-05,-4501.02037736,-4501.02032115,0.0015295527792179,-9002.04069851,0.0001960019,5.777905304591806,9.720209390075505,4.145287584926527,15.889087809441577,7.1733265253783065,7.816538932166965,704_systematic,train,6.258622e-05,-4.203521,5.778423,7.274062,2.860988,-2.024279e-06,0.9970081,-0.07729699,0.9970071,-0.07731037,7.816471,0.07181825,0.9974177,-3.957726e-05,8.230771e-05,6.957199e-05,,0.0004726586,0.2266678,,6.957199e-05,4.840261792560101e-09,6.957199e-05,-4.157565567895179,-4.189860132412727,
geom_416.out,5.986508e-05,-4501.05299298,-4501.07782348,-0.6756726676878245,-9002.130816460001,-0.0001343781,2.9677856058977548,5.861923889006492,2.4720561122063955,13.6350668453935,3.642465751967203,5.055136029616918,704_systematic,train,5.986508e-05,-4.222826,2.967877,5.051443,-0.1913737,0.8660254,0.9728193,0.2315654,-0.4315719,0.9020785,5.055066,0.9885507,-0.1508889,0.005147906,0.002477192,0.002345915,,-0.0004542556,,,0.002345915,5.503317187225e-06,0.002345915,-2.6296877276277435,-4.208554421135543,
md_043.out,5.714394e-05,-4501.02058622,-4501.0246446,-0.1104342015336442,-9002.04523082,-6.2785e-05,6.818435440109493,7.658284278188229,6.46345559619829,13.75507752460963,6.926982950709854,3.4868691163569467,slater_111_md,train,5.714391e-05,-4.24303,6.818443,1.082121,3.314528,0.9936463,0.3404678,-0.9402562,1.0,1.440723e-05,3.486701,0.3036515,-0.9527832,2.330839e-06,1.55236e-06,1.356746e-06,-6.2785e-05,2.580502e-06,1.723718e-05,,1.356746e-06,1.840759708516001e-12,1.356746e-06,-5.86750113004691,-4.228089747390854,
geom_64.out,5.44228e-05,-4501.01928721,-4501.01927324,0.0003801432471098,-9002.03856045,5.66866e-05,6.999999887897747,7.000000688276537,7.000000688276537,11.005030803025043,7.075053865192123,0.003347432377505,704_systematic,train,5.44228e-05,-4.264219,7.0,0.003205654,0.001000939,1.0,-0.5,0.8660254,0.9535736,0.3011601,0.003358288,0.3524594,0.9358271,1.790362e-06,1.128913e-06,1.083998e-06,,3.312655e-06,4.52833e-05,,1.083998e-06,1.1750516640040002e-12,1.083998e-06,-5.964971118438482,-4.248545365639425,
geom_133.out,4.898052e-05,-4501.07626021,-4501.05676533,0.53048297762958,-9002.13302554,-0.0001139802,0.1145058022063167,8.166963371552244,2.7671436811455963,15.329717245257886,5.5212715415169535,8.166160611544269,704_systematic,train,4.898052e-05,-4.309977,0.1143936,8.162356,0.2471216,-0.4999728,-0.5332199,0.8459767,-0.5655355,0.8247239,8.166096,0.9926805,0.1207705,0.004772072,0.004818954,0.004473583,,-0.0003318226,,,0.004473583,2.0012944857889e-05,0.004473583,-2.349344500526584,-4.292595739051553,
geom_497.out,4.898052e-05,-4501.01823762,-4501.12499156,-2.9049241629184395,-9002.143229180001,-9.20042e-05,3.935348546385154,6.981640767648033,2.906909514442615,13.932684892264414,4.894535022229181,5.766830986508038,704_systematic,train,4.898052e-05,-4.309977,3.935634,4.230521,3.918924,0.7071067,0.9994866,0.03203918,0.9970123,-0.07724257,5.766739,-0.9883385,0.1522726,-0.001875182,-0.001834702,-0.001828395,,0.009213134,,,-0.001828395,3.3430282760250003e-06,0.001828395,-2.737929974782118,-4.292595739051553,
geom_124.out,4.6259380000000005e-05,-4501.02044911,-4501.08188624,-1.6717903192774035,-9002.10233535,0.0001676449,6.969519204168501,9.915054069666995,5.160342302453491,16.88385807629358,7.459673801391117,7.052240726687263,704_systematic,train,4.625938e-05,-4.3348,6.969427,5.153935,4.813794,0.8659966,0.9683067,-0.2497642,-0.431612,0.9020594,7.052351,-0.9907059,0.1360212,4.931898e-06,5.852461e-06,6.052646e-06,,5.611286e-06,0.0003289568,,6.052646e-06,3.6634523601316007e-11,6.052646e-06,-5.218054654093817,-4.316418261878298,
geom_426.out,4.353824e-05,-4501.02273007,-4501.06400116,-1.1230441384262526,-9002.08673123,-0.0003212986,4.885813072445253,9.999257964479217,5.90890353590791,15.672745038199627,8.088332221934817,8.724333238782439,704_systematic,train,4.353824e-05,-4.361129,4.886051,8.247454,2.844587,0.4999874,0.4045441,-0.9145185,0.996999,-0.07741417,8.72423,0.2399187,0.970793,8.940297e-07,-4.25748e-07,-6.485094e-08,,-8.555825e-07,0.0009327053,,-6.485094e-08,4.2056444188836e-15,6.485094e-08,-7.188077027772764,-4.341623758373022,
geom_20.out,4.0817100000000006e-05,-4501.01600554,-4501.12046581,-2.8425101910626447,-9002.13647135,0.0001524388,5.931831282155353,7.23161544279354,2.97942054410585,14.083206678701448,4.850563089882762,4.13638000581344,704_systematic,train,4.08171e-05,-4.389158,5.931888,3.054729,2.789183,0.7071067,0.999741,-0.02275818,0.9970064,-0.07731962,4.136533,-0.9835498,0.1806372,-0.0003030963,0.0006682066,0.0005214777,,-0.002258733,0.06886831,,0.0005214777,2.7193899159729e-07,0.0005214777,-3.2827642577833864,-4.368382750788613,
geom_449.out,4.0817100000000006e-05,-4501.0961609,-4501.09540324,0.0206169893017073,-9002.191564140001,-5.97908e-05,2.9997579434917534,6.712396589604342,3.0047663521287307,14.699943093422164,3.874878560304826,6.004808094901129,704_systematic,train,4.08171e-05,-4.389158,2.999758,6.003929,-0.1125821,1.0,-0.4999999,-0.8660254,0.2159749,0.9763989,6.004984,0.9971891,-0.07492652,-0.0005413723,-0.007583887,-0.007378724,,0.005251724,0.1067841,,-0.007378724,5.4445567868176e-05,0.007378724,-2.132018734008544,-4.368382750788613,
geom_68.out,3.809596e-05,-4501.10133925,-4501.09392602,0.201724366812648,-9002.19526527,-7.36437e-05,3.88553685047606,8.091688691572916,2.9018459313371547,15.718423381963058,5.27263765323486,7.097748182692986,704_systematic,test,3.809596e-05,-4.419121,3.885649,7.091457,-0.2968096,0.4999835,-0.4660281,0.8847699,-0.4315001,0.9021129,7.097666,0.9860346,-0.1665409,0.004716726,0.0002265596,0.0002007628,,-0.0009500796,,,0.0002007628,4.030570186384e-08,0.0002007628,-3.697316753763253,-4.396899383940831,
geom_227.out,3.809596e-05,-4501.10606012,-4501.11432958,-0.2250235838581433,-9002.2203897,0.0001364969,2.967643171180064,10.01214253425734,4.154395395748581,17.887381264455538,6.751162746187875,9.562222133731956,704_systematic,train,3.809596e-05,-4.419121,2.967735,9.151959,2.770609,0.8660192,-0.6869643,0.7266912,-0.5655354,-0.824724,9.562146,0.3847562,0.9230183,0.0003656119,0.0003484602,0.0003091384,,0.000141347,0.005186039,,0.0003091384,9.556655035456e-08,0.0003091384,-3.5098470437670684,-4.396899383940831,
geom_89.out,3.809596e-05,-4501.06196457,-4501.08273106,-0.565085265983673,-9002.144695629999,-0.0001987971,9.77972822048446,9.782045355286645,5.890426924428993,14.929386304448116,8.160148544732444,0.2129020111338822,704_systematic,train,3.809596e-05,-4.419121,9.779763,0.1099132,-0.1821164,-5.760129e-05,-0.4311319,0.9022889,-0.4315086,0.9021088,0.2127141,-0.5656794,0.8246252,-4.669896e-07,7.079757e-07,7.590547e-07,,-5.219414e-07,0.0004550308,,7.590547e-07,5.761640375920899e-13,7.590547e-07,-6.119726354124185,-4.396899383940831,
geom_93.out,3.809596e-05,-4501.02018373,-4501.02018329,1.1973013123679266e-05,-9002.04036702,-3.16397e-05,6.99993287207897,7.54983443527075,7.000035087576347,13.01848834045643,7.000035087576347,2.828593252199449,704_systematic,train,3.809596e-05,-4.419121,6.999933,2.03857,1.960911,1.0,1.0,-2.498002e-16,1.0,0.0,2.828593,-0.996986,0.07758178,1.230193e-06,7.765166e-07,7.610474e-07,,1.587638e-06,2.92739e-05,,7.610474e-07,5.7919314504676e-13,7.610474e-07,-6.118587722750432,-4.396899383940831,
geom_346.out,2.72114e-05,-4501.10456191,-4501.10481444,-0.0068716948577828,-9002.20937635,6.46528e-05,4.967797675731823,7.37887092489664,4.067438221528878,14.22388350215826,5.687352130248487,5.456072065073783,704_systematic,train,2.72114e-05,-4.565249,4.967889,5.133456,1.848107,0.8660192,-0.6869643,0.7266912,-0.5655354,-0.824724,5.455994,0.1874159,0.9822807,-0.001058151,-0.0007685886,-0.0007001462,,-0.0003868994,0.008178885,,-0.0007001462,4.9020470137444e-07,0.0007001462,-3.1548112633317307,-4.534447628315581,
md_114.out,2.449026e-05,-4501.01964822,-4501.02014274,-0.0134565815238474,-9002.03979096,-3.68393e-05,6.686114662997545,8.102891541617966,6.736884642009836,14.60942098468088,6.771120381958735,4.577414340921435,slater_111_md,train,2.449025e-05,-4.611007,6.686119,4.2757,1.634362,0.9997858,-0.6691486,0.7431286,1.0,3.241593e-05,4.577417,0.1101453,0.9939155,1.032963e-06,5.173778e-07,6.761714e-07,-3.68393e-05,-3.089908e-07,2.860911e-05,,6.761714e-07,4.5720776217796e-13,6.761714e-07,-6.169942560237405,-4.576913779112691,
geom_26.out,2.449026e-05,-4501.02037661,-4501.02037629,8.70765490763006e-06,-9002.0407529,2.02865e-05,6.999717788717128,9.899494936611664,7.005522502183545,17.00318231741341,7.623261843135129,7.0002821999057305,704_systematic,train,2.449026e-05,-4.611007,6.999718,6.998973,-0.1353724,1.0,1.0,-4.1633360000000003e-17,1.0,0.0,7.000282,0.9970094,-0.07728024,8.391712e-07,5.456276e-07,4.958165e-07,,-3.337747e-07,2.33609e-05,,4.958165e-07,2.4583400167225013e-13,4.958165e-07,-6.304678148767659,-4.576913779112691,
geom_534.out,2.449026e-05,-4501.04790134,-4501.09027672,-1.1530934153214434,-9002.138178059999,-5.57554e-05,3.991294531748502,5.356864580124646,2.9971731819934924,12.647679046647731,3.8102057731369294,3.5728932380675054,704_systematic,test,2.449026e-05,-4.611007,3.99126,2.075357,2.908299,0.9659177,-0.9981466,0.06085604,0.5654377,0.824791,3.572858,-0.7885087,-0.6150235,-0.006959196,-0.004744244,-0.004210613,,0.004725386,,,-0.004210613,1.7729261835769e-05,0.004210613,-2.375654672912132,-4.576913779112691,
geom_288.out,2.176912e-05,-4501.07973707,-4501.03852445,1.1214530878651854,-9002.118261520001,5.46613e-05,2.970167346193785,5.070117698776825,2.624778912675123,12.0823468310961,3.9860350790143584,4.109038745869181,704_systematic,test,2.176912e-05,-4.662159,2.970347,4.10816,-0.07945133,0.8660253,0.9999283,0.01197465,0.997012,-0.07724633,4.108928,0.99701,-0.07727278,0.004799267,0.002315996,0.00221039,,-0.00800302,0.07487825,,0.00221039,4.8858239521e-06,0.00221039,-2.6555310926772973,-4.623986896783332,
geom_324.out,1.904798e-05,-4501.10351399,-4501.06142384,1.14533190768931,-9002.164937829999,6.4268e-05,6.931794678575185,8.925318186010738,4.0431752154308125,15.593400308539058,6.739361056586374,5.6224129389089486,704_systematic,train,1.904798e-05,-4.720151,6.931852,4.15334,3.789633,0.7070931,-0.4801605,0.8771806,-0.431511,0.9021077,5.622415,-0.9832964,0.1820114,0.0006764991,0.0002536504,0.000233357,,0.0001561129,0.005421067,,0.000233357,5.4455489449e-08,0.000233357,-3.63197916520926,-4.676789577593095,
geom_469.out,1.904798e-05,-4501.10520279,-4501.06065383,1.2122395701358846,-9002.165856619999,7.43128e-05,7.931792747430439,9.77002632865301,5.545160501319507,16.051303808300087,8.023415395221477,5.704391139673269,704_systematic,train,1.904798e-05,-4.720151,7.93185,4.212179,3.846638,0.7070844,-0.5195811,-0.8544211,-0.5655495,-0.8247143,5.704303,-0.9836079,0.1803204,1.937783e-05,1.043943e-05,9.20211e-06,,8.945654e-07,0.0001472482,,9.20211e-06,8.46788284521e-11,9.20211e-06,-5.036112532384334,-4.676789577593095,
geom_250.out,1.36057e-05,-4500.93200774,-4501.04048412,-2.951794166730814,-9001.97249186,3.64228e-05,0.0683567800909681,9.354313973373465,2.4133173352354644,17.516688696254207,6.247017092590031,9.35406421097619,704_systematic,train,1.36057e-05,-4.866279,0.06829978,8.092216,-4.692197,0.7071067,0.999741,0.02275818,0.9970064,0.07731962,9.35418,-0.5064496,-0.8622696,0.001354652,0.001245268,0.001250744,,-0.004685678,,,0.001250744,1.564360553536e-06,0.001250744,-2.9028315714658164,-4.806716746106686,
md_020.out,1.36057e-05,-4501.10370235,-4501.09990348,0.1033725711326162,-9002.20360583,6.1512e-05,6.466482179295286,6.821172787106628,5.756161029105684,11.851667478391215,6.428573836313386,2.1709459727087834,slater_111_md,train,1.360569e-05,-4.866279,6.466554,1.849905,1.136024,0.9708969,0.7226629,0.6912006,1.0,1.710459e-06,2.170875,-0.5908326,0.8067942,1.779607e-05,1.123111e-05,1.051079e-05,6.1512e-05,8.939926e-06,0.0001365354,,1.051079e-05,1.104767064241e-10,1.051079e-05,-4.978364599479976,-4.806716746106686,
geom_542.out,1.36057e-05,-4501.04275077,-4501.0540542,-0.3075821551081359,-9002.096804969999,-2.19328e-05,2.99979173483862,8.370836939997638,3.0090193638640814,16.237213447501176,5.3275024484427975,7.8148679210606575,704_systematic,train,1.36057e-05,-4.866279,2.999792,6.099739,4.885164,1.0,-1.0,5.390476e-07,0.6752376,0.7376003,7.814835,-0.9045464,0.4263751,-0.009557641,-0.009052341,-0.008294641,,-0.00853229,,,-0.008294641,6.8801069318881e-05,0.008294641,-2.0812024058612777,-4.806716746106686,
geom_179.out,1.36057e-05,-4501.09985748,-4501.05963065,1.0946283618479322,-9002.15948813,-3.38162e-05,2.999999891239589,3.000001605978237,3.000001605978237,9.006263541310014,3.1711807257502684,0.0032075589550044,704_systematic,test,1.36057e-05,-4.866279,3.0,0.003044946,0.001031068,1.0,-0.5,0.8660254,0.9535736,0.3011601,0.003214778,0.2617227,0.9651431,0.04764368,0.05026974,0.04877682,,0.007435232,0.4005973,,0.04877682,0.0023791781693124,0.04877682,-1.3117865168766565,-4.806716746106686,
geom_335.out,1.36057e-05,-4501.02147875,-4501.10076963,-2.1576158520421105,-9002.122248380001,-6.47314e-05,9.885816340596604,9.887669913031075,6.267180068084849,14.922250330158818,8.20105638307584,0.1914460473688691,704_systematic,train,1.36057e-05,-4.866279,9.885929,0.1914602,0.002825067,0.499971,0.9992473,-0.03879321,0.9969959,-0.07745395,0.191481,0.998259,0.05898297,-3.627015e-06,-1.376804e-06,-1.113472e-06,,-4.219419e-07,4.403463e-05,,-1.113472e-06,1.2398198947840002e-12,1.113472e-06,-5.953320309472492,-4.806716746106686,
geom_16.out,1.088456e-05,-4501.03270407,-4501.06875202,-0.9809151866179262,-9002.10145609,-5.36986e-05,0.7769907443817352,9.995481751054824,3.007337579688885,17.685167191700366,6.924957351054518,9.965236616298435,704_systematic,train,1.088456e-05,-4.963189,0.7771117,7.321824,6.759849,-5.277947e-05,-0.5656403,-0.8246521,-0.5655352,-0.8247241,9.965172,-0.9872992,0.1588721,-0.001922193,-0.00068609,-0.0005898724,,9.37664e-05,0.02791289,,-0.0005898724,3.4794944828176e-07,0.0005898724,-3.229241923162612,-4.889930407756056,
geom_40.out,1.088456e-05,-4501.01957454,-4501.01958238,-0.0002133373967451,-9002.03915692,-1.03915e-05,6.999717625087818,9.902809701096556,7.009750962473988,16.89921409266863,7.781753649217508,7.004969175176073,704_systematic,train,1.088456e-05,-4.963189,6.999718,7.003903,-0.1319436,1.0,-0.4999999,-0.8660254,0.2159749,0.9763989,7.005146,0.9971629,-0.07527413,-3.601247e-07,-2.844939e-07,-1.691553e-07,,-2.483154e-07,1.07253e-05,,-1.691553e-07,2.8613515518090006e-14,1.691553e-07,-6.771711822858058,-4.889930407756056,
geom_357.out,1.088456e-05,-4501.01952094,-4501.01952685,-0.0001608193809257,-9002.03904779,1.24239e-05,6.999811763263383,8.83526298285071,7.010417232179551,15.05065664930836,7.297766931095362,5.391150828442065,704_systematic,test,1.088456e-05,-4.963189,6.999812,5.042939,1.906345,1.0,-0.4999999,-0.8660254,0.2159749,0.9763989,5.391233,0.1247979,0.9921822,3.057443e-07,9.839767e-08,2.517031e-07,,-7.491055e-07,0.0001241172,,2.517031e-07,6.335445054960999e-14,2.517031e-07,-6.599109710185156,-4.889930407756056,
