Actual_File_Name,True_Coupling_log10,Predicted_Coupling_log10,Predicted_True_Ratio_Linear,Min_HeavyDist_Ang,cos_theta,cos_4phi,cos_4psi,FeFe_Dist_Ang,absS12
geom_370.out,-1.257053313461278,-2.387719936161664,0.07401732359239065,2.503475419834196,1.0,-0.5,0.9535736,10.003021625282631,0.003491465
geom_434.out,-2.6298753881439567,-3.746036969239303,0.07653118164437568,2.528246150528267,0.2587682,0.01850232,-0.565527,6.5136630290208455,0.01166678
geom_532.out,-2.490895367651058,-3.5997277836165704,0.0778336834993242,2.7839784557711647,0.2587935,-0.998349,-0.9970006,7.494440782049986,0.0001632802
geom_285.out,-3.173018378474498,-4.281518018094209,0.07789334609172824,6.024307886467457,1.0,-0.4999999,0.2159749,9.004372936308892,1.177909e-05
geom_315.out,-2.3446873500443246,-3.448871365447456,0.07867123802784316,2.6567664595650857,0.4999666,-0.9625138,0.9970094,7.730579386938666,0.0008519808
geom_390.out,-3.027763752788911,-4.101632984283825,0.08435887288254583,5.050689751941115,0.258819,-0.7955053,-0.5654455,9.697172393283571,5.012035e-06
geom_422.out,-1.1702945206263753,-2.2250932124465983,0.08814573595648972,2.487640870367948,0.7071068,0.7936536,-0.5654281,7.193828434409943,0.01445891
geom_173.out,-2.5479089592649093,-3.5950043644811656,0.08972316702265637,3.5109163566455126,0.7071054,-0.9237111,0.9970032,8.27003363802929,0.001003139
geom_211.out,-1.7833692122121783,-2.8161495647910493,0.09272986924937893,3.5102337229936698,0.7071067,0.9994866,0.9970123,10.052563146207287,0.0005574076
geom_342.out,-2.802019603484118,-3.833598816425921,0.09298668966418072,2.500852046407184,0.5000002,0.5897607,-0.4315365,6.51219178957707,0.005841824
geom_189.out,-2.1874449143328807,-3.2152177817182266,0.09380524727605796,2.9843413874429645,0.7070735,0.9994925,0.997021,7.239565706578331,5.243891e-05
geom_356.out,-2.5035196392073713,-3.5007520247329817,0.1006393016481629,3.813016369305802,0.4999502,0.2463257,-0.4315598,9.931152851626544,0.0004012566
geom_123.out,-2.279976555229097,-3.276694319063041,0.10075862590205667,5.002749085677294,1.0,-0.5,0.9535736,5.745986567672431,0.0002636823
geom_307.out,-1.9815137578656057,-2.9599137227455303,0.10509935121768658,2.4557516022028776,0.7070695,0.8479343,-0.5655412,6.434915687565923,0.006658562
md_046.out,-3.2456538663510917,-4.213836972050931,0.1076011453845667,7.358061632313976,0.9787849,-0.6365647,1.0,8.08784300642557,7.469813e-08
geom_515.out,-2.9464325396319513,-3.905103137979217,0.1099839724455599,4.973243806509992,0.4999981,-0.7311829,0.4315503,8.413571929487619,0.0001174028
geom_376.out,-2.685159003314464,-3.6250163899265506,0.11485307134755778,2.5246371545937047,0.8660192,-0.6869643,-0.5655354,6.406610346063276,0.008695519
md_086.out,-3.072858959807213,-4.007707104150414,0.11618547976356688,6.820502642310023,0.9876093,0.9344498,1.0,7.545108599001807,5.452617e-07
geom_175.out,-2.5359729138222313,-3.4651651573392477,0.11770848132829824,3.829333173073088,-5.760129e-05,-0.4311319,-0.4315086,9.895716211214072,0.0001074745
geom_234.out,-3.280288556830118,-4.203358471186123,0.11937959072478076,5.282264850726343,0.258819,-0.7955053,-0.5654455,9.774259072945682,3.142354e-06
geom_343.out,-3.2233499030862123,-4.1401632401051245,0.12111185694194651,6.8980274490243225,0.9659258,0.9999964,0.9970101,7.9912319099896605,3.89858e-07
geom_482.out,-2.150153013613501,-3.063544863967259,0.1220697765649388,4.266016869506965,-0.4999874,0.4045441,0.996999,9.246105441763088,0.0002732928
geom_306.out,-2.7916564729612867,-3.6603364109417083,0.13530693674209596,6.00000080298928,1.0,-0.5,0.9535736,6.00000080298928,3.978572e-05
md_082.out,-3.1002605989735597,-3.966323660381354,0.13612470092535067,6.820741197327825,0.9660471,0.7701655,1.0,8.018547243420718,3.359743e-07
geom_289.out,-2.955937582952736,-3.8180473808221795,0.13736946350893225,4.015469082065756,0.2587634,-0.8085362,-0.4315364,7.838953336546532,4.357427e-05
geom_387.out,-2.489433999400693,-3.3487957571091584,0.1382414378607558,4.472249468986385,0.9659154,-0.5517791,-0.4314941,9.83720861020371,0.0002541487
geom_385.out,-3.384163384471189,-4.241145986156143,0.13900083153612916,5.034678473956903,0.8660052,-0.6955981,-0.4315232,7.106915509678795,9.494384e-05
geom_228.out,-1.1623563565973039,-2.0133502063177584,0.1409308756265699,2.412348422802975,-1.625304e-09,0.996999,0.996999,8.162697354588127,0.005460828
geom_188.out,-0.7738761630946084,-1.62410377240959,0.1411797442038373,3.0319201120751846,1.0,-0.5,0.9535736,5.918693913007498,0.01334976
md_048.out,-3.159160517242449,-4.009103766932914,0.14127221363777334,6.66354809570547,0.9791318,0.9934569,1.0,7.936008315116674,8.987009e-07
geom_471.out,-1.1905056239253784,-2.039452953470878,0.14159654952955159,2.4474640939241583,0.8660086,0.9999455,0.996983,8.221317034526766,0.006436017
md_100.out,-3.2871016938673945,-4.106659165531874,0.15151042915326948,5.997534986554809,0.9999778,-0.6406314,1.0,6.55316689408518,1.570026e-05
geom_369.out,-3.029025375822282,-3.840638224116314,0.15430754141914904,3.647687858427308,0.4999728,-0.5332199,-0.5655355,9.550765765752818,0.0003625243
geom_168.out,-3.378476400776572,-4.188303217299706,0.154943436319952,5.108029823918024,0.2587801,-0.8751388,-0.4314901,9.263350209684935,2.416001e-05
geom_208.out,-1.9788041609180214,-2.7885878661617576,0.15495881791379434,3.99063623061361,0.9659176,-0.5023163,-0.5657439,4.991379096421749,0.002247125
md_050.out,-3.2963553960551892,-4.088158291913965,0.16150913982228368,7.726121582246685,0.999247,-0.7044594,1.0,8.573711366802186,1.108414e-08
geom_282.out,-2.768858675703941,-3.5592987361296413,0.16201675874751065,5.42436305887235,0.5000002,0.5897607,-0.4315365,9.58704594253282,1.456598e-05
geom_330.out,-1.390993437992361,-2.174464274087406,0.16463765207061534,3.066412679907909,4.56169e-11,0.9970136,0.9970136,7.43368814201941,0.003018953
geom_75.out,-3.247739468414086,-4.0300012314118385,0.16509664086964984,6.177136792145856,0.7071068,0.8634222,-0.431555,8.93347891746782,8.431226e-07
geom_496.out,-2.888797874951585,-3.6694630052164556,0.16570471638315099,5.2762794628258645,0.4999593,0.9970365,0.9970163,9.294435743513963,5.031588e-06
geom_103.out,-2.6955862560740496,-3.4707933021673703,0.1678003853750577,4.681448067688138,0.9659227,-0.5494374,-0.5656354,8.986513227040508,0.0002282152
md_007.out,-3.575199058208508,-4.350346346524293,0.16782347585494994,7.120973286910225,0.999873,-0.6868196,1.0,9.168239638560175,9.191869e-08
geom_177.out,-2.0530004326829765,-2.818133362882546,0.17173826449044235,3.023733859936254,1.0,-0.4999999,0.2159749,6.408391059862998,0.002216162
geom_359.out,-1.9233057639349997,-2.683786582936494,0.17358779277568345,2.4339726001804136,0.2588054,0.7991585,0.9970008,7.138710880445082,0.004158271
geom_493.out,-2.503896554085337,-3.2578727274123778,0.17620727162529898,4.46173965193152,0.4999999,0.9970123,0.9970127,8.625208616104889,0.0002440289
geom_32.out,-3.3034274091585143,-4.0546419195062295,0.1773313374829256,6.179616930392773,0.7070662,0.805692,-0.4315832,8.935845231068685,1.947835e-06
geom_404.out,-1.9907855054680947,-2.7246015087432727,0.18457972589942254,3.1682213690589864,0.7070695,0.8479343,-0.5655412,8.662238273453463,0.0006888546
geom_450.out,-1.688873351029439,-2.4226789932819783,0.18458412949562542,4.00602091518317,1.0,-0.4999999,0.2159749,9.005309099421963,0.00137515
geom_410.out,-2.5462429750205002,-3.2790060045360283,0.18502779379479256,4.52242838888246,0.4999545,0.5404253,-0.5655278,8.024879928648465,0.0001136641
md_128.out,-1.4468939331742998,-2.1786502194519004,0.18545720645979138,3.026251854630906,0.9817479,0.1720514,1.0,5.4206299567605605,0.002255785
geom_257.out,-1.3637226765808794,-2.0786095488627723,0.1928027072225718,2.850833070071273,2.024279e-06,0.9970081,0.9970071,8.643926340900412,0.00397591
geom_60.out,-2.8258864629284526,-3.532626165881119,0.196453738151351,3.298499983656056,-5.277947e-05,-0.5656403,-0.5655352,8.018469768956543,7.782979e-05
geom_9.out,-3.091419243145488,-3.7835176957300907,0.20318963370599114,5.57296559099417,0.4999999,0.9970123,0.9970127,9.969665173481506,4.904175e-06
md_135.out,-2.088311027042005,-2.775912727892542,0.20530441988177284,3.810349805334151,0.9987576,-0.3018354,1.0,5.096796572834843,0.0003014968
geom_488.out,-3.000896770514971,-3.6767337757208516,0.21094196863898246,4.093037205985062,0.2587885,-0.5489183,-0.5655336,9.58275469164076,0.0001091115
geom_334.out,-3.3700831639770126,-4.044830549877371,0.2114718741014129,7.148423896180193,0.8660086,0.9999455,0.996983,10.07174988679723,1.408517e-08
geom_76.out,-1.9713281352084027,-2.640419638555286,0.21424391539684387,3.364053930065926,0.2587735,0.9758127,0.9970126,9.76090681511636,0.0006943731
geom_361.out,-2.9474784406431187,-3.6113566070224774,0.2168312301097153,4.213986069524911,0.7071054,-0.9237111,0.9970032,10.03557812854526,0.0001426126
geom_183.out,-1.7175077671609644,-2.3746431588199033,0.2202239805970432,2.415157771017248,0.2587735,0.9758127,0.9970126,8.516480250278574,0.005681719
geom_414.out,-2.1620024446003825,-2.8076341763647084,0.2261352514152752,3.3169021292743928,0.8660096,-0.5090137,-0.5655927,8.334230491895998,0.0005229195
geom_420.out,-2.5885622005168853,-3.231890170031413,0.22733799764658835,5.043706400357281,1.0,-0.4999999,0.2159749,8.665121809653458,8.942928e-05
md_010.out,-3.2561834996723844,-3.8922921933814827,0.23114862070650408,6.852598982474533,0.9822629,-0.3840886,1.0,7.781710987492212,3.169499e-07
geom_339.out,-2.837923442086384,-3.4715415876078746,0.23247799664288385,3.642274866624704,-3.149271e-05,-0.5655437,-0.5655417,9.667540306211814,3.873373e-05
geom_530.out,-2.5339477268318507,-3.161198876011971,0.23591135812783964,3.64026660823888,-0.2587935,-0.998349,-0.9970006,9.915564968051696,0.001016606
geom_309.out,-2.380632914209,-3.0000652957197658,0.24019702191119557,3.3823303575817367,0.4999817,0.4584142,0.997005,9.77205599871982,0.0003179903
geom_23.out,-1.3341942637513018,-1.9514464986645836,0.24140583605800078,2.5604099472164608,2.106085e-05,0.9969957,0.9969997,10.0075731524477,0.001831227
geom_522.out,-2.6979378194962247,-3.307195754371886,0.2458906783848054,5.009298837796763,1.0,-0.5,0.9535736,6.482688457412712,0.0001287933
geom_365.out,-2.5830977868028704,-3.192242474957376,0.24595480525072516,4.242946556157054,0.4999999,0.9970123,0.9970127,8.438621076415863,0.0002763777
geom_226.out,-1.8285550832176658,-2.4291597319511298,0.2508391678022345,3.1696917653590546,1.0,-0.4999999,0.2159749,9.005620243832848,0.001510283
geom_167.out,-3.0577508241430102,-3.658181795580025,0.2509395001400077,5.3800451168597085,0.499971,0.9992473,0.9969959,10.032400924457717,6.911117e-06
geom_364.out,-3.67463258853271,-4.27155424820673,0.25297542856926963,5.103105609435297,0.7070798,-0.9158167,0.9970127,9.078448769863549,4.925788e-05
geom_120.out,-1.9252912338649604,-2.5023680682374394,0.26480316135512505,2.562070001976722,0.2587988,0.8565939,0.9970026,8.858220714089766,0.004455685
geom_338.out,-2.8322646438637227,-3.4070333059718547,0.26621427395502084,5.399111889173903,-5.277947e-05,-0.5656403,-0.5655352,9.778837120827305,7.44279e-06
geom_454.out,-3.2097305750276646,-3.782035107401067,0.26772903191512026,6.0029665485252375,0.8660254,0.9728193,-0.4315719,9.014586495258948,3.410271e-06
geom_231.out,-2.2183614282231052,-2.781370600066494,0.2735210960913595,3.0608405633376266,-0.8660253,0.9999283,0.997012,10.108962532300236,0.002484462
md_103.out,-1.0823936023774074,-1.6405432928302295,0.2765988114124045,3.1499723491770526,0.9962309,-0.1968773,1.0,6.087461973244597,0.006417314
geom_320.out,-2.349946060332189,-2.902577461399234,0.280135790859164,2.8217090440996926,0.7070695,0.8479343,-0.5655412,9.560135768182478,0.00158574
md_009.out,-2.3536654154327348,-2.904898903781866,0.28103894834824983,4.801163172414993,0.9849052,-0.4052503,1.0,7.359746476853736,0.0001702336
geom_321.out,-3.977145709474783,-4.525252359644029,0.28306967731479027,5.326023859695148,0.7071054,-0.9237111,0.9970032,8.622791681012362,2.104417e-06
geom_402.out,-1.9586812799109603,-2.502868905440298,0.28563562630396444,5.000172670878477,1.0,1.0,-0.7375989,5.748696543547937,0.0005429499
geom_151.out,-2.896178757154008,-3.4374524766366665,0.28755854700792377,3.828440545211457,0.5000002,0.5897607,-0.4315365,9.837288849283375,0.0004798633
geom_418.out,-2.313675376436351,-2.852923177286052,0.28890309813502896,3.161257153383286,0.7071067,0.9994866,0.9970123,6.623405152071327,0.002502621
md_124.out,-3.243578232076282,-3.778886743781994,0.29153552843163427,6.587584779034422,0.9712524,0.6961828,1.0,8.35170922054863,8.513063e-07
md_044.out,-3.3756605934532677,-3.910503425536226,0.29184830000304135,6.863824129234518,0.9985623,0.8984854,1.0,7.108037075236454,9.57203e-07
geom_475.out,-2.232864189134951,-2.7639858592501594,0.2943596852558439,3.9481520302132487,0.2588189,0.9756711,0.9970131,9.449351122715251,0.0006369652
md_034.out,-2.357147858486727,-2.8762317288842523,0.30263289308735697,4.539810767351653,0.9720145,-0.4527681,1.0,7.084375877591618,0.000451006
geom_455.out,-2.750512222461828,-3.2649367710689394,0.3058971645441684,4.740561465329292,-0.2588073,-0.920169,-0.5655046,10.183567935409132,2.588454e-05
md_012.out,-3.3082068836506426,-3.8165422588318227,0.310216307985735,6.803868988437167,0.979701,0.6247599,1.0,7.796490324242762,3.950717e-07
geom_13.out,-1.1625109572637622,-1.6645469159883781,0.3147487697552593,3.001911033075431,1.0,1.0,-0.7375989,5.203002205438702,0.004845616
geom_479.out,-1.1569457902776568,-1.6588393838725195,0.3148519637780416,3.001523188216276,1.0,1.0,1.0,5.196152422706632,0.005034248
geom_169.out,-3.1077684268414347,-3.6000311076300386,0.32191211334301795,2.68063512022916,1.928185e-05,-0.4314561,-0.4314574,8.492326175668833,0.000541982
geom_425.out,-2.8665093584794796,-3.3473820348203267,0.33046641085026796,4.599739643569514,-3.149271e-05,-0.5655437,-0.5655417,9.045309479074223,5.390989e-05
geom_371.out,-3.5577787836536086,-4.0353970738085145,0.33295206275600137,2.591935828337384,0.2587801,-0.8751388,-0.4314901,8.970689778789032,0.001837202
geom_380.out,-1.6715575217964456,-2.1485920920823935,0.3333998727353095,3.3905751876833525,1.0,-0.5,0.9535736,9.902421604631463,0.002010401
geom_333.out,-1.3832988227399443,-1.8589672265434858,0.33445030488857613,2.9855113925255754,1.0,1.0,1.0,9.899494936611664,0.001831585
geom_205.out,-1.678378688596382,-2.1538580855085128,0.3345958908273064,2.941592791456696,-2.024279e-06,0.9970081,0.9970071,7.98299934779604,0.001045009
geom_245.out,-3.3987154384487153,-3.8736178105024344,0.3350407467318058,6.016188125882201,1.0,-0.5,0.9535736,7.875972170841642,1.076258e-05
geom_150.out,-1.6723348588426004,-2.1402208596136645,0.34049755617098404,2.4834958853249587,0.8660255,0.9657532,-0.5654229,6.2087927237338985,0.01033739
geom_15.out,-1.2443194150836814,-1.7089180079066246,0.343084744417439,2.548473792409881,1.0,1.0,1.0,9.848857801796104,0.004147153
5_ang_64.out,-2.096645568023893,-2.5536178621794257,0.3491625896179999,5.033216056439461,1.0,1.0,1.0,8.121576201698781,0.0003316131
geom_344.out,-3.173018378474498,-3.621127760403674,0.3563613685208166,5.287073597575978,0.499971,0.9992473,0.9969959,9.85243707460545,1.003458e-05
geom_10.out,-2.5437559205197857,-2.9876387657925445,0.35984639376959515,5.586543859408963,-3.356131e-05,0.9969988,0.996999,9.77840448546694,9.789003e-08
geom_323.out,-2.8536654257607554,-3.2974487272819983,0.3599288828800467,5.006771014117282,1.0,-0.4999999,0.2159749,6.561296821218501,4.112334e-05
geom_59.out,-3.031559670434403,-3.472587776432094,0.36221955609389056,5.823378468998473,-1.240245e-05,-0.5654904,-0.565513,9.77868357737712,6.351209e-07
geom_2.out,-1.7225940143028107,-2.163287079606911,0.3624991017015845,3.3834722375985296,1.625304e-09,0.996999,0.996999,9.753209118162085,0.0007304018
geom_249.out,-1.5503618480900692,-1.989858987679744,0.3634986986635526,2.706319092835322,-3.828983e-05,0.9969819,0.9970035,9.875491415208256,0.0007107313
geom_239.out,-1.7353194437623125,-2.172358692688703,0.3655617528449969,3.0515538748644104,-3.356131e-05,0.9969988,0.996999,7.8568997881734495,0.001020342
geom_114.out,-3.243578232076282,-3.6767712416766187,0.36881365359928026,6.01082569411225,1.0,1.0,-0.7375989,8.488841614130871,1.446383e-05
geom_114.out,-3.243578232076282,-3.6767712416766187,0.36881365359928026,6.01082569411225,1.0,1.0,-0.7375989,8.488841614130871,1.446383e-05
geom_411.out,-2.5610417093291398,-2.9905407683607965,0.3719640270805427,5.592794827293417,4.561686e-11,0.9970136,0.9970136,9.783430860020426,3.274677e-07
52_ang_xy_job_000.out,-1.7851670189836009,-2.2130584677337266,0.373343462769207,5.244151080937695,1.0,1.0,1.0,5.24785670536077,0.0006864943
geom_546.out,-3.2848187516445884,-3.71201141649923,0.3739446594389618,6.38513236806458,0.965917,0.4976799,0.4310957,8.611628732557854,5.158864e-07
md_041.out,-3.2917038988433003,-3.7071296993738976,0.3842148969141289,7.481740270740558,0.9677887,0.595295,1.0,9.324068740273262,8.454497e-09
5_ang_70.out,-2.057024519808392,-2.4704485219782635,0.3859899506343366,5.006896214033201,1.0,1.0,1.0,8.602325267042627,0.000350203
geom_242.out,-3.327868804312151,-3.7258298855781184,0.3999805918945971,6.002203430402872,1.0,-0.5,0.9535736,9.00231090531048,8.994224e-07
geom_476.out,-1.898849551914733,-2.2962493549058003,0.40049785738989363,3.899273347614015,0.9659253,-0.5525593,0.9969865,8.82636437119701,0.002379834
geom_350.out,-1.714802921330144,-2.1106977427993003,0.4018881293428518,3.135194622425377,2.106085e-05,0.9969957,0.9969997,9.500108441570127,0.0002624862
5_ang_60.out,-2.1856290981278934,-2.577913988407894,0.4052426155210623,5.012381352800284,1.0,1.0,1.0,7.810249675906654,0.0002794503
52_ang_xy_job_004.out,-2.246615101187398,-2.6366367000483706,0.40736001797684446,5.201725055527253,1.0,1.0,1.0,6.288083968904996,0.0002080049
geom_500.out,-3.1457312058627793,-3.533845478105406,0.40915298859170807,3.138256361451212,-2.828869e-08,-0.4314875,-0.4314876,9.593348241007464,3.146004e-05
35_ang_12.out,-0.7721313937139138,-1.1591936261205409,0.41014532683202426,3.503696666665081,1.0,1.0,1.0,3.7,0.01765461
md_107.out,-3.8349919729728685,-4.218995968617014,0.4130437018423129,6.316595271371675,0.9673643,-0.5859357,1.0,7.994638955944102,1.797888e-06
5_ang_72.out,-2.067113003927507,-2.4508418666585237,0.41330545492994586,5.008826778607942,1.0,1.0,1.0,8.765842800324451,0.0003412039
md_129.out,-3.1507186609670983,-3.5340937584203695,0.4136422602361961,7.109230869363577,0.9979639,0.09428809,1.0,8.545809240237814,6.991017e-08
geom_472.out,-2.4372588086510483,-2.819830493718208,0.41440817577808753,3.909255931149175,0.2587867,0.998349,0.996998,8.409463396720447,2.467077e-05
md_122.out,-3.167769725476798,-3.5487574909994795,0.4159223272457113,7.194126666513594,0.999508,-0.1095461,1.0,8.964007341240467,2.592438e-08
52_ang_xy_job_003.out,-2.137157267267146,-2.51294189189648,0.42093532692821956,5.200113001397181,1.0,1.0,1.0,5.9194594347794975,0.0003152918
geom_233.out,-3.1017518171628815,-3.476965872192854,0.421488708902328,3.842611537781695,0.2588005,-0.4494311,-0.4314825,8.845373451482702,2.337719e-05
geom_531.out,-2.750512222461828,-3.1225277070215816,0.4246044246109755,3.122029346527191,0.2587889,-0.01854256,0.5655071,6.836939589443951,0.0004291522
geom_329.out,-3.1643055357248473,-3.5293119665682338,0.4315126871286754,6.020155019168942,1.0,-0.5,0.9535736,10.002275422916128,7.699634e-06
geom_474.out,-1.9885928141492895,-2.3508236176157213,0.4342793673993,4.043937595995393,3.828983e-05,0.9969819,0.9970035,9.78511720378719,0.0001034621
md_013.out,-3.0068585989860237,-3.367725480057783,0.43564538622682,6.433156749586085,0.9975132,0.09743362,1.0,7.249951759915717,5.465093e-07
51_ang_xy_job_003.out,-2.0440148958570785,-2.4023120511898313,0.4382307465443998,5.100118942465951,1.0,1.0,1.0,5.831809324729333,0.0004150448
geom_118.out,-3.93446554686617,-4.285496784545762,0.44562419464819897,6.005741918181716,1.0,-0.4999999,0.2159749,7.35191240264273,2.386492e-06
geom_214.out,-2.6811706233595203,-3.0320269210159525,0.4458037345997495,4.042186159354242,0.8660063,-0.7004511,0.9970171,9.200275880901888,0.0008478317
geom_149.out,-3.4727565998437058,-3.823391238795953,0.44603132556363273,2.812694459572351,-4.041006e-05,-0.4313759,-0.4314639,8.604299736129954,0.004559516
geom_115.out,-2.3766763668182502,-2.7272036294465765,0.4461416173753165,2.7580496318451195,-0.9659171,0.9999964,0.9969556,9.907643472264075,2.113546e-05
geom_236.out,-1.7928001460021519,-2.1426477012396488,0.4468404132240685,2.6912133082682246,-3.356131e-05,0.9969988,0.996999,6.957677362554261,0.005744357
5_ang_74.out,-2.088455877091433,-2.4372042414982262,0.4479727899685074,5.01873307699264,1.0,1.0,1.0,8.930845424706442,0.0003259984
geom_180.out,-2.8647747281007554,-3.2127882044076026,0.4487314654256907,4.2810535100344165,0.4999999,0.9970123,0.9970127,8.428766675577751,0.0002116645
35_ang_32_32.out,-1.6541056270811996,-2.0015127782429376,0.44935838378683446,3.5079874940769105,1.0,1.0,1.0,5.721013896155122,0.001007623
md_139.out,-2.423882448592267,-2.7658096163077253,0.4550643691985041,4.07873291105277,0.9771498,-0.4908558,1.0,7.05731082335368,0.0005981157
48_ang_xy_job_004.out,-1.8902287008464758,-2.230792724948936,0.45649494832532883,4.801872921402648,1.0,1.0,1.0,5.961543424315552,0.0005992977
geom_113.out,-1.906595342317151,-2.2389829719020575,0.46517072000526666,3.882176666072784,0.8660254,0.9999455,0.9970082,5.968799617815964,0.002327801
5_ang_58.out,-2.257809776000063,-2.588985574912841,0.4664705185784139,5.002954609618201,1.0,1.0,1.0,7.657675887630659,0.0002435681
35_ang_30_30.out,-1.4201853170110394,-1.7465456476055785,0.47167153683942986,3.501224278648827,1.0,1.0,1.0,5.5,0.002469033
geom_33.out,-1.841897308173767,-2.166964053236151,0.47307854773674113,3.371351035846015,-1.625304e-09,0.996999,0.996999,9.493901626970864,0.0009494925
5_ang_46_46.out,-2.2268454186750275,-2.5506038876548764,0.474505806268335,5.012781727673767,1.0,1.0,1.0,8.204876598706406,0.0002497083
51_ang_xy_job_008.out,-2.3374305173541554,-2.6599812642140437,0.47582718782678424,5.123594699944561,1.0,1.0,1.0,8.155366331440911,0.0001814538
5_ang_44_44.out,-2.2797514429463726,-2.600441106236357,0.4778706268887623,5.039285728086868,1.0,1.0,1.0,7.982480817390043,0.0002210147
geom_478.out,-2.847799153359701,-3.1676432707462694,0.47880191928426136,5.054887079033319,0.8660019,0.9999296,0.9970288,7.592019920597549,7.904323e-05
5_06_ang.out,-1.5929659527226838,-1.910688649490624,0.48114646928421523,5.035871324805669,1.0,1.0,1.0,5.035871324805669,0.001281284
5_ang_04_04.out,-1.5850304678240776,-1.9022408485405193,0.4817143892515856,5.03189825016365,1.0,1.0,1.0,5.03189825016365,0.001307745
5_ang_48_48.out,-2.196268101131929,-2.512752211107397,0.48252063426617875,5.002155600268748,1.0,1.0,1.0,8.430895563343197,0.0002600987
47_ang_xy_job_004.out,-1.8141444565539087,-2.1296898000349636,0.48356477401085696,4.701913818148946,1.0,1.0,1.0,5.881326381013046,0.0007689307
52_ang_xy_job_008.out,-2.430519131324363,-2.7458104287489773,0.48384772409810034,5.223146049011075,1.0,1.0,1.0,8.218272324521742,0.0001377739
